DEPTH,CALI,COAL,DT,DT_LOG,DTS,DTS_LOG,GR,NPHI,PHIE,PHIEC,PHIT,PHITC,RHOB,RHOB_LOG,RT,RW,TEMP
3815.9435,9.739,0,77.3729,77.3729,147.6474,147.6474,32.234,0.3697,0.01,0.01,0.01,0.01,3.0194,3.02,1.713,0.0196,103.3651
3816.0959,9.69,0,77.039,77.039,146.0744,146.0744,39.811,0.3659,0.01,0.01,0.01,0.01,2.777,2.776,1.741,0.0196,103.3693
3816.2483,9.684,0,76.9361,76.9361,144.5656,144.5656,41.476,0.4234,0.01,0.01,0.01,0.01,2.7113,2.711,1.711,0.0196,103.3735
3816.4007,9.57,0,77.0582,77.0582,143.5441,143.5441,46.778,0.2939,0.01,0.01,0.01,0.01,2.8923,2.893,1.634,0.0196,103.3778
3816.5531,9.54,0,77.6035,77.6035,143.7689,143.7689,43.399,0.329,0.0355,0.0355,0.0702,0.0702,2.5394,2.538,1.539,0.0196,103.382
3816.7055,9.54,0,78.7637,78.7637,143.5448,143.5448,42.686,0.3661,0.0687,0.0687,0.1021,0.1021,2.4892,2.489,1.469,0.0196,103.3862
3816.8579,9.534,0,80.3196,80.3196,142.9738,142.9738,39.566,0.3112,0.01,0.01,0.01,0.01,2.6962,2.697,1.469,0.0196,103.3905
3817.0103,9.576,0,81.6792,81.6792,142.474,142.474,37.746,0.2943,0.01,0.01,0.01,0.01,2.7149,2.715,1.543,0.0196,103.3947
3817.1627,9.552,0,82.2157,82.2157,142.4852,142.4852,35.405,0.3213,0.01,0.01,0.0296,0.0296,2.6034,2.603,1.618,0.0196,103.399
3817.3151,9.54,0,81.6084,81.6084,142.9649,142.9649,37.84,0.3293,0.01,0.01,0.01,0.01,2.7444,2.745,1.603,0.0196,103.4032
3817.4675,9.672,0,80.1533,80.1533,142.6226,142.6226,36.524,0.3249,0.0334,0.0334,0.0573,0.0573,2.5597,2.559,1.536,0.0196,103.4074
3817.6199,9.702,0,78.6155,78.6155,141.4774,141.4774,34.316,0.2821,0.0261,0.0261,0.047,0.047,2.5759,2.576,1.505,0.0196,103.4117
3817.7723,9.666,0,77.5547,77.5547,140.0118,140.0118,28.559,0.3202,0.01,0.01,0.01,0.01,2.6365,2.6367,1.506,0.0196,103.4159
3817.9247,9.714,0,76.9738,76.9738,139.4732,139.4732,34.378,0.2769,0.0386,0.0386,0.0592,0.0592,2.5567,2.5564,1.487,0.0196,103.4201
3818.0771,9.751,0,76.6179,76.6179,139.9454,139.9454,37.964,0.294,0.1018,0.1004,0.1267,0.1253,2.4504,2.45,1.433,0.0196,103.4244
3818.2295,9.739,0,76.4591,76.4591,140.9337,140.9337,40.051,0.3081,0.0491,0.0491,0.0764,0.0764,2.5297,2.53,1.38,0.0196,103.4286
3818.3819,9.708,0,76.7804,76.7804,142.7468,142.7468,50.49,0.2678,0.01,0.01,0.0363,0.0363,2.5928,2.593,1.351,0.0196,103.4328
3818.5343,9.733,0,77.7576,77.7576,144.8399,144.8399,52.999,0.2349,0.0291,0.0291,0.0716,0.0716,2.5372,2.537,1.343,0.0196,103.4371
3818.6867,9.726,0,79.0985,79.0985,147.3134,147.3134,46.92,0.2674,0.0217,0.0217,0.0566,0.0566,2.5609,2.561,1.342,0.0196,103.4413
3818.8391,9.793,0,80.2613,80.2613,148.3741,148.3741,49.898,0.2528,0.01,0.01,0.01,0.01,2.6925,2.693,1.353,0.0196,103.4455
3818.9915,9.829,0,80.9572,80.9572,148.5404,148.5404,48.826,0.2909,0.01,0.01,0.0271,0.0271,2.6073,2.607,1.396,0.0196,103.4498
3819.1439,9.865,0,81.3412,81.3412,149.577,149.577,54.404,0.3331,0.0422,0.0422,0.0848,0.0848,2.5164,2.516,1.487,0.0196,103.454
3819.2963,9.883,0,81.7503,81.7503,152.139,152.139,51.573,0.3119,0.01,0.01,0.018,0.018,2.6216,2.622,1.63,0.0196,103.4582
3819.4487,9.937,0,82.3473,82.3473,154.7429,154.7429,62.676,0.3545,0.0391,0.0383,0.0905,0.0897,2.5075,2.507,1.805,0.0196,103.4625
3819.6011,10.069,0,83.1064,83.1064,157.1615,157.1615,58.972,0.3524,0.0459,0.045,0.0927,0.0917,2.504,2.504,1.977,0.0196,103.4667
3819.7535,10.153,0,83.9924,83.9924,158.5776,158.5776,67.431,0.3281,0.0255,0.0248,0.0813,0.0806,2.5219,2.522,2.113,0.0196,103.471
3819.9059,10.021,0,85.0145,85.0145,157.5202,157.5202,77.07,0.3332,0.01,0.01,0.0945,0.0943,2.5011,2.501,2.188,0.0196,103.4752
3820.0583,10.021,0,86.1134,86.1134,155.3226,155.3226,79.528,0.3876,0.01,0.01,0.0832,0.083,2.5189,2.519,2.189,0.0196,103.4794
3820.2107,9.336,0,87.0742,87.0742,151.5092,151.5092,64.071,0.3243,0.01,0.01,0.01,0.01,2.6515,2.652,2.127,0.0196,103.4837
3820.3631,9.354,0,87.6049,87.6049,149.2219,149.2219,56.472,0.3558,0.01,0.01,0.0436,0.0436,2.5813,2.581,2.035,0.0196,103.4879
3820.5155,9.288,0,87.4716,87.4716,146.1507,146.1507,52.394,0.3641,0.01,0.01,0.0166,0.0166,2.6238,2.624,1.96,0.0196,103.4921
3820.6679,9.3,0,86.6144,86.6144,142.701,142.701,48.885,0.2741,0.01,0.01,0.01,0.01,2.6808,2.681,1.931,0.0196,103.4964
3820.8203,9.324,0,85.1742,85.1742,137.2162,137.2162,45.6,0.2822,0.01,0.01,0.01,0.01,2.677,2.677,1.941,0.0196,103.5006
3820.9727,9.324,0,83.4583,83.4583,132.4627,132.4627,38.749,0.2618,0.01,0.01,0.01,0.01,2.6431,2.643,1.988,0.0196,103.5048
3821.1251,9.2999,0,81.8394,81.8394,128.9389,128.9389,30.4525,0.1899,0.01,0.01,0.0146,0.0146,2.627,2.627,2.1244,0.0196,103.5091
3821.2775,9.252,0,80.5275,80.5275,125.9469,125.9469,32.388,0.2012,0.0113,0.0113,0.0285,0.0285,2.6051,2.605,2.42,0.0196,103.5133
3821.4299,9.041,0,79.4295,79.4295,125.6698,125.6698,28.997,0.1968,0.1637,0.1637,0.1742,0.1742,2.349,2.348,2.955,0.0196,103.5175
3821.5823,9.035,0,78.3445,78.3445,125.1968,125.1968,28.324,0.1998,0.171,0.171,0.1803,0.1803,2.3341,2.334,3.893,0.0196,103.5218
3821.7347,8.969,0,77.2356,77.2356,124.7789,124.7789,26.696,0.2324,0.1634,0.1634,0.1745,0.1745,2.342,2.342,5.477,0.0196,103.526
3821.8871,8.476,0,76.2417,76.2417,121.7616,121.7616,24.167,0.1402,0.0942,0.0866,0.1026,0.0949,2.4884,2.489,7.781,0.0196,103.5302
3822.0395,8.47,0,75.4808,75.4808,120.6413,120.6413,25.465,0.1556,0.0937,0.085,0.1035,0.0948,2.487,2.487,10.15,0.0196,103.5345
3822.1919,8.452,0,74.9388,74.9388,121.4756,121.4756,23.378,0.1564,0.0908,0.0824,0.0984,0.09,2.495,2.495,11.228,0.0196,103.5387
3822.3443,8.404,0,74.558,74.558,123.0673,123.0673,25.048,0.1568,0.0795,0.0729,0.0889,0.0823,2.5099,2.51,11.012,0.0196,103.543
3822.4967,8.41,0,74.4482,74.4482,123.7779,123.7779,22.86,0.1488,0.0729,0.0677,0.08,0.0748,2.5239,2.524,10.385,0.0196,103.5472
3822.6491,8.386,0,74.8615,74.8615,126.151,126.151,25.277,0.1888,0.1053,0.1053,0.1151,0.1151,2.4493,2.449,9.487,0.0196,103.5514
3822.8015,8.338,0,75.8776,75.8776,126.2128,126.2128,28.733,0.1741,0.1277,0.1277,0.1402,0.1402,2.4032,2.403,8.714,0.0196,103.5557
3822.9539,8.29,0,77.2416,77.2416,125.7709,125.7709,27.962,0.206,0.154,0.154,0.1668,0.1668,2.3532,2.353,8.668,0.0196,103.5599
3823.1063,8.314,0,78.5705,78.5705,122.6518,122.6518,26.494,0.1991,0.1361,0.1361,0.1473,0.1473,2.3889,2.389,9.564,0.0196,103.5641
3823.2587,8.284,0,79.6433,79.6433,122.2039,122.2039,29.229,0.2255,0.108,0.108,0.1222,0.1222,2.4358,2.436,11.144,0.0196,103.5684
3823.4111,8.32,0,80.4112,80.4112,121.9917,121.9917,28.279,0.1757,0.1153,0.1153,0.1285,0.1285,2.4231,2.423,12.443,0.0196,103.5726
3823.5635,8.29,0,80.7789,80.7789,123.8834,123.8834,30.185,0.1697,0.1408,0.1408,0.1497,0.1497,2.3822,2.382,12.468,0.0196,103.5768
3823.7159,8.296,0,80.5356,80.5356,124.9073,124.9073,27.186,0.166,0.145,0.145,0.1524,0.1524,2.377,2.377,11.626,0.0196,103.5811
3823.8683,8.29,0,79.6294,79.6294,125.8124,125.8124,28.144,0.1911,0.1401,0.1401,0.1528,0.1528,2.378,2.378,10.969,0.0195,103.5853
3824.0207,8.284,0,78.3755,78.3755,126.8412,126.8412,24.236,0.2029,0.1132,0.1132,0.1222,0.1222,2.4348,2.435,10.928,0.0195,103.5895
3824.1731,8.253,0,77.2527,77.2527,127.4404,127.4404,25.593,0.1791,0.1,0.1,0.1105,0.1105,2.4569,2.457,11.274,0.0195,103.5938
3824.3255,8.259,0,76.4988,76.4988,128.6072,128.6072,25.299,0.1689,0.1176,0.1176,0.1279,0.1279,2.4241,2.424,11.416,0.0195,103.598
3824.4779,8.247,0,76.0169,76.0169,129.0761,129.0761,24.084,0.174,0.1263,0.1263,0.1353,0.1353,2.4101,2.41,10.985,0.0195,103.6022
3824.6303,8.259,0,75.6739,75.6739,129.453,129.453,27.998,0.1628,0.1224,0.1224,0.1337,0.1337,2.414,2.414,10.292,0.0195,103.6065
3824.7827,8.253,0,75.5251,75.5251,129.3468,129.3468,28.224,0.1837,0.1286,0.1286,0.142,0.142,2.3991,2.399,9.877,0.0195,103.6107
3824.9351,8.241,0,75.6842,75.6842,128.9177,128.9177,27.55,0.1857,0.1128,0.1128,0.1255,0.1255,2.4299,2.43,10.009,0.0195,103.615
3825.0875,8.296,0,76.0872,76.0872,128.141,128.141,28.122,0.1674,0.1362,0.1362,0.1455,0.1455,2.3912,2.391,10.666,0.0195,103.6192
3825.2399,8.29,0,76.5402,76.5402,128.2344,128.2344,26.656,0.173,0.1445,0.1445,0.1531,0.1531,2.3761,2.376,11.618,0.0195,103.6234
3825.3923,8.302,0,76.9943,76.9943,129.2725,129.2725,25.371,0.1666,0.1486,0.1486,0.1552,0.1552,2.371,2.371,12.626,0.0195,103.6277
3825.5447,8.29,0,77.6194,77.6194,130.5452,130.5452,25.397,0.1797,0.146,0.146,0.1554,0.1554,2.371,2.371,13.669,0.0195,103.6319
3825.6971,8.314,0,78.5635,78.5635,131.1691,131.1691,24.797,0.1805,0.1463,0.1463,0.1557,0.1557,2.37,2.37,14.595,0.0195,103.6361
3825.8495,8.284,0,79.6954,79.6954,131.502,131.502,22.302,0.1874,0.1768,0.1768,0.1814,0.1814,2.3202,2.32,14.783,0.0195,103.6404
3826.0019,8.278,0,80.7103,80.7103,131.5492,131.5492,23.487,0.1723,0.1828,0.1828,0.1837,0.1837,2.315,2.315,14.082,0.0195,103.6446
3826.1543,8.241,0,81.4472,81.4472,132.0744,132.0744,23.442,0.1933,0.1787,0.1787,0.184,0.184,2.316,2.316,13.317,0.0195,103.6488
3826.3067,8.235,0,82.0092,82.0092,133.139,133.139,24.489,0.2041,0.1725,0.1725,0.1808,0.1808,2.323,2.323,13.058,0.0195,103.6531
3826.4591,8.271,0,82.5522,82.5522,133.1899,133.1899,24.842,0.2202,0.181,0.181,0.1904,0.1904,2.3051,2.305,13.234,0.0195,103.6573
3826.6115,8.284,0,83.0421,83.0421,132.9729,132.9729,26.326,0.2002,0.1927,0.1927,0.1964,0.1964,2.2921,2.292,13.512,0.0195,103.6615
3826.7639,8.284,0,83.2639,83.2639,132.7231,132.7231,24.213,0.1959,0.1934,0.1934,0.1963,0.1963,2.292,2.292,13.661,0.0195,103.6658
3826.9163,8.253,0,83.1068,83.1068,133.0574,133.0574,24.603,0.2001,0.1667,0.1667,0.1755,0.1755,2.3328,2.333,13.725,0.0195,103.67
3827.0687,8.241,0,82.7339,82.7339,134.2595,134.2595,21.981,0.1884,0.163,0.163,0.1704,0.1704,2.342,2.342,13.899,0.0195,103.6742
3827.2211,8.253,0,82.43,82.43,135.6368,135.6368,21.977,0.1731,0.1667,0.1667,0.1709,0.1709,2.34,2.34,14.499,0.0195,103.6785
3827.3735,8.253,0,82.338,82.338,137.8289,137.8289,22.255,0.191,0.2012,0.2012,0.2016,0.2016,2.2802,2.28,16.172,0.0195,103.6827
3827.5259,8.205,0,82.4301,82.4301,140.4594,140.4594,22.674,0.2068,0.2038,0.2038,0.2063,0.2063,2.271,2.271,19.482,0.0195,103.687
3827.6783,8.223,0,82.6552,82.6552,141.6949,141.6949,21.657,0.2001,0.2271,0.2271,0.2271,0.2271,2.2302,2.23,22.975,0.0195,103.6912
3827.8307,8.253,0,83.0302,83.0302,141.5397,141.5397,22.131,0.1899,0.2325,0.2325,0.2325,0.2325,2.22,2.22,22.538,0.0195,103.6954
3827.9831,8.271,0,83.5592,83.5592,140.873,140.873,21.974,0.2087,0.2298,0.2298,0.2298,0.2298,2.226,2.226,19.287,0.0195,103.6997
3828.1355,8.314,0,84.1002,84.1002,140.8563,140.8563,22.276,0.1837,0.2284,0.2284,0.2284,0.2284,2.229,2.229,17.899,0.0195,103.7039
3828.2879,8.314,0,84.4491,84.4491,141.6943,141.6943,22.97,0.205,0.2338,0.2338,0.2338,0.2338,2.218,2.218,20.877,0.0195,103.7081
3828.4403,8.308,0,84.6261,84.6261,142.611,142.611,21.196,0.1975,0.2366,0.2366,0.2366,0.2366,2.211,2.211,31.42,0.0195,103.7124
3828.5927,8.29,0,84.7751,84.7751,142.5946,142.5946,19.157,0.1899,0.2506,0.2506,0.2506,0.2506,2.1831,2.183,46.948,0.0195,103.7166
3828.7451,8.314,0,84.9562,84.9562,141.5513,141.5513,18.433,0.1839,0.2471,0.2471,0.2471,0.2471,2.191,2.191,32.528,0.0195,103.7208
3828.8975,8.296,0,85.4312,85.4312,139.7208,139.7208,18.604,0.2093,0.1941,0.1941,0.1986,0.1986,2.2876,2.288,14.895,0.0195,103.7251
3829.0499,8.302,0,85.92,85.92,136.3615,136.3615,20.832,0.2662,0.1874,0.1874,0.1942,0.1942,2.3,2.3,8.654,0.0195,103.7293
3829.2023,8.29,0,85.9257,85.9257,132.1337,132.1337,20.743,0.2514,0.2031,0.2031,0.2098,0.2098,2.2721,2.272,7.01,0.0195,103.7335
3829.3547,8.296,0,85.2816,85.2816,128.5749,128.5749,17.939,0.2426,0.1766,0.1766,0.1806,0.1806,2.3258,2.326,7.774,0.0195,103.7378
3829.5071,8.302,0,84.2765,84.2765,125.5331,125.5331,21.025,0.168,0.2032,0.2032,0.2032,0.2032,2.2792,2.279,11.525,0.0195,103.742
3829.6595,8.308,0,83.2004,83.2004,123.1634,123.1634,19.133,0.1665,0.1695,0.1695,0.1717,0.1717,2.3358,2.336,21.39,0.0195,103.7462
3829.8119,8.32,0,81.832,81.832,121.5481,121.5481,20.699,0.1855,0.1467,0.1467,0.1536,0.1536,2.3689,2.369,39.048,0.0195,103.7505
3829.9643,8.338,0,79.6807,79.6807,121.7636,121.7636,17.889,0.1593,0.136,0.136,0.1401,0.1401,2.3929,2.393,48.73,0.0195,103.7547
3830.1167,8.308,0,76.6866,76.6866,123.4048,123.4048,14.463,0.16,0.0867,0.0758,0.0873,0.0764,2.5125,2.513,44.258,0.0195,103.7589
3830.2691,8.32,0,73.4478,73.4478,125.7563,125.7563,17.381,0.1522,0.084,0.0737,0.0876,0.0773,2.512,2.512,38.778,0.0195,103.7632
3830.4215,8.326,0,70.7783,70.7783,126.7021,126.7021,16.661,0.1498,0.1171,0.1171,0.12,0.12,2.4313,2.431,37.39,0.0195,103.7674
3830.5739,8.35,0,69.1237,69.1237,126.8756,126.8756,16.063,0.1464,0.1236,0.1236,0.1259,0.1259,2.42,2.42,37.405,0.0195,103.7717
3830.7263,8.356,0,68.401,68.401,128.6163,128.6163,16.902,0.1763,0.1301,0.1301,0.1333,0.1333,2.4071,2.407,31.062,0.0195,103.7759
3830.8787,8.259,0,68.3212,68.3212,129.3744,129.3744,17.864,0.1536,0.238,0.238,0.238,0.238,2.2098,2.209,22.197,0.0195,103.7801
3831.0311,8.259,0,68.7464,68.7464,130.4303,130.4303,17.771,0.1864,0.2036,0.2036,0.2036,0.2036,2.2757,2.276,17.893,0.0195,103.7844
3831.1835,8.217,0,69.6896,69.6896,131.4162,131.4162,20.977,0.226,0.2265,0.2265,0.2279,0.2279,2.2302,2.23,18.632,0.0195,103.7886
3831.3359,8.223,0,71.1388,71.1388,131.9279,131.9279,19.182,0.2304,0.2308,0.2308,0.2319,0.2319,2.221,2.221,25.087,0.0195,103.7928
3831.4883,8.235,0,72.9719,72.9719,134.4817,134.4817,18.497,0.1767,0.2283,0.2283,0.2283,0.2283,2.226,2.226,36.43,0.0195,103.7971
3831.6407,8.217,0,74.9518,74.9518,136.5609,136.5609,21.562,0.1846,0.2357,0.2357,0.2357,0.2357,2.2121,2.212,37.181,0.0195,103.8013
3831.7931,8.175,0,76.7857,76.7857,139.0967,139.0967,22.023,0.1697,0.221,0.221,0.221,0.221,2.2409,2.241,28.187,0.0195,103.8055
3831.9455,8.187,0,78.2625,78.2625,141.1566,141.1566,25.652,0.1798,0.2256,0.2256,0.2256,0.2256,2.233,2.233,23.199,0.0195,103.8098
3832.0979,8.175,0,79.4095,79.4095,142.755,142.755,28.705,0.2121,0.232,0.232,0.232,0.232,2.221,2.221,22.069,0.0195,103.814
3832.2503,8.2049,0,80.4635,80.4635,142.8212,142.8212,28.256,0.1998,0.2395,0.2395,0.2395,0.2395,2.207,2.207,22.074,0.0195,103.8182
3832.4027,8.163,0,81.6676,81.6676,143.4902,143.4902,32.07,0.2083,0.248,0.248,0.248,0.248,2.1911,2.191,21.311,0.0195,103.8225
3832.5551,8.187,0,83.0366,83.0366,144.0384,144.0384,32.448,0.2217,0.2661,0.2661,0.2661,0.2661,2.1571,2.157,19.881,0.0195,103.8267
3832.7075,8.181,0,84.3585,84.3585,145.1922,145.1922,28.935,0.2507,0.2569,0.2569,0.2569,0.2569,2.1749,2.175,18.812,0.0195,103.8309
3832.8599,8.193,0,85.4163,85.4163,145.6371,145.6371,26.062,0.2232,0.2663,0.2663,0.2663,0.2663,2.1571,2.157,18.88,0.0195,103.8352
3833.0123,8.193,0,86.1783,86.1783,145.7891,145.7891,24.702,0.2332,0.2624,0.2624,0.2624,0.2624,2.164,2.164,20.487,0.0195,103.8394
3833.1647,8.211,0,86.7562,86.7562,146.0413,146.0413,22.653,0.2252,0.2637,0.2637,0.2637,0.2637,2.161,2.161,22.764,0.0195,103.8437
3833.3171,8.193,0,87.2522,87.2522,146.8407,146.8407,23.652,0.2177,0.2463,0.2463,0.2463,0.2463,2.1939,2.194,23.374,0.0195,103.8479
3833.4695,8.187,0,87.7072,87.7072,148.7076,148.7076,23.68,0.2186,0.2526,0.2526,0.2526,0.2526,2.182,2.182,22.52,0.0195,103.8521
3833.6219,8.175,0,88.1402,88.1402,147.6529,147.6529,24.978,0.2442,0.2623,0.2623,0.2623,0.2623,2.1641,2.164,21.292,0.0195,103.8564
3833.7743,8.175,0,88.5572,88.5572,147.3483,147.3483,22.51,0.2196,0.2458,0.2458,0.2458,0.2458,2.1959,2.196,18.453,0.0195,103.8606
3833.9267,8.163,0,88.9271,88.9271,148.163,148.163,25.235,0.2243,0.2478,0.2478,0.2478,0.2478,2.193,2.193,15.731,0.0195,103.8648
3834.0791,8.157,0,89.2071,89.2071,150.9998,150.9998,24.279,0.2587,0.2493,0.2493,0.2518,0.2518,2.186,2.186,16.264,0.0195,103.8691
3834.2315,8.175,0,89.3921,89.3921,153.3132,153.3132,23.964,0.2261,0.2548,0.2548,0.2548,0.2548,2.178,2.178,22.367,0.0195,103.8733
3834.3839,8.175,0,89.5531,89.5531,153.8253,153.8253,25.744,0.2432,0.2626,0.2626,0.2626,0.2626,2.1611,2.161,38.033,0.0195,103.8775
3834.5363,8.157,0,89.7721,89.7721,151.7659,151.7659,26.388,0.2541,0.2625,0.2625,0.2625,0.2625,2.16,2.16,56.53,0.0195,103.8818
3834.6887,8.157,0,90.0481,90.0481,151.3646,151.3646,26.26,0.2347,0.259,0.259,0.259,0.259,2.167,2.167,50.299,0.0195,103.886
3834.8411,8.163,0,90.27,90.27,150.1493,150.1493,27.644,0.2461,0.2547,0.2547,0.2547,0.2547,2.176,2.176,38.807,0.0195,103.8902
3834.9935,8.265,0,90.3249,90.3249,148.0793,148.0793,31.475,0.2361,0.2508,0.2508,0.2508,0.2508,2.184,2.184,33.18,0.0195,103.8945
3835.1459,8.308,0,90.2019,90.2019,146.0069,146.0069,30.757,0.2372,0.2554,0.2554,0.2554,0.2554,2.176,2.176,26.566,0.0195,103.8987
3835.2983,8.326,0,89.9578,89.9578,142.8462,142.8462,34.946,0.2214,0.2543,0.2543,0.2543,0.2543,2.18,2.18,17.805,0.0195,103.9029
3835.4507,8.314,0,89.5857,89.5857,140.5316,140.5316,32.298,0.237,0.2388,0.2388,0.2399,0.2399,2.2099,2.21,12.069,0.0195,103.9072
3835.6031,8.356,0,88.9195,88.9195,136.4659,136.4659,32.566,0.2304,0.2109,0.2109,0.2164,0.2164,2.2568,2.257,9.821,0.0195,103.9114
3835.7555,8.362,0,87.7472,87.7472,133.2408,133.2408,42.35,0.2351,0.1708,0.1708,0.1848,0.1848,2.3188,2.319,9.584,0.0195,103.9156
3835.9079,8.392,0,85.976,85.976,129.7884,129.7884,43.39,0.213,0.1186,0.1186,0.1389,0.1389,2.4067,2.407,9.333,0.0195,103.9199
3836.0603,8.38,0,83.7259,83.7259,127.9524,127.9524,49.94,0.2023,0.0155,0.0153,0.0518,0.0516,2.5684,2.569,7.414,0.0195,103.9241
3836.2127,8.356,0,81.275,81.275,126.3494,126.3494,50.277,0.1935,0.01,0.01,0.0261,0.0261,2.6088,2.609,5.586,0.0195,103.9284
3836.3651,8.338,0,78.9462,78.9462,124.6015,124.6015,35.029,0.1791,0.0352,0.0352,0.0564,0.0564,2.5612,2.561,5.187,0.0195,103.9326
3836.5175,8.193,0,77.0184,77.0184,125.9409,125.9409,29.051,0.2389,0.1109,0.1109,0.126,0.126,2.4325,2.432,6.492,0.0195,103.9368
3836.6699,8.211,0,75.6917,75.6917,128.5112,128.5112,22.011,0.17,0.1614,0.1614,0.1662,0.1662,2.3513,2.351,9.915,0.0195,103.9411
3836.8223,8.193,0,75.0891,75.0891,131.9262,131.9262,21.678,0.1463,0.1558,0.1558,0.1575,0.1575,2.3649,2.365,13.449,0.0195,103.9453
3836.9747,8.187,0,75.2133,75.2133,135.2448,135.2448,23.428,0.2069,0.1566,0.1566,0.166,0.166,2.3511,2.351,13.431,0.0195,103.9495
3837.1271,8.193,0,75.9455,75.9455,137.5409,137.5409,26.416,0.1962,0.1918,0.1918,0.1951,0.1951,2.2952,2.295,11.887,0.0195,103.9538
3837.2795,8.187,0,77.0856,77.0856,137.1965,137.1965,28.166,0.2032,0.1717,0.1717,0.1801,0.1801,2.3259,2.326,10.25,0.0195,103.958
3837.4319,8.217,0,78.3815,78.3815,135.7722,135.7722,27.193,0.2,0.1631,0.1631,0.1727,0.1727,2.3409,2.341,8.981,0.0195,103.9622
3837.5843,8.217,0,79.5524,79.5524,133.4302,133.4302,31.548,0.1961,0.1784,0.1784,0.1844,0.1844,2.3181,2.318,8.836,0.0195,103.9665
3837.7367,8.235,0,80.3281,80.3281,131.1713,131.1713,28.984,0.2006,0.1461,0.1461,0.159,0.159,2.3668,2.367,10.053,0.0195,103.9707
3837.8891,8.259,0,80.5659,80.5659,129.0452,129.0452,25.225,0.2183,0.1716,0.1716,0.1824,0.1824,2.3212,2.321,11.796,0.0195,103.9749
3838.0415,8.271,0,80.3528,80.3528,126.6241,126.6241,24.704,0.19,0.1505,0.1505,0.1606,0.1606,2.3618,2.362,12.374,0.0195,103.9792
3838.1939,8.284,0,79.8937,79.8937,124.0459,124.0459,22.256,0.1822,0.1645,0.1645,0.1707,0.1707,2.3421,2.342,11.895,0.0195,103.9834
3838.3463,8.217,0,79.2656,79.2656,120.8622,120.8622,24.53,0.1681,0.1716,0.1716,0.174,0.174,2.335,2.335,11.357,0.0195,103.9876
3838.4987,8.187,0,78.3504,78.3504,118.4649,118.4649,23.78,0.1644,0.1248,0.1248,0.1345,0.1345,2.4117,2.412,11.078,0.0195,103.9919
3838.6511,8.187,0,77.0373,77.0373,118.2602,118.2602,24.518,0.1601,0.1259,0.1259,0.1358,0.1358,2.409,2.409,11.558,0.0195,103.9961
3838.8035,8.169,0,75.4293,75.4293,118.9747,118.9747,25.048,0.1749,0.0959,0.0859,0.1068,0.0968,2.4817,2.482,13.414,0.0195,104.0004
3838.9559,8.181,0,73.8605,73.8605,120.8633,120.8633,23.946,0.1836,0.0912,0.0814,0.1009,0.0912,2.491,2.491,16.515,0.0195,104.0046
3839.1083,8.139,0,72.6567,72.6567,121.6118,121.6118,22.444,0.1479,0.0996,0.0882,0.1079,0.0965,2.48,2.48,18.655,0.0195,104.0088
3839.2607,8.151,0,71.9239,71.9239,121.0879,121.0879,21.065,0.1382,0.0906,0.0906,0.0975,0.0975,2.478,2.478,17.916,0.0195,104.0131
3839.4131,8.139,0,71.6,71.6,120.8961,120.8961,19.594,0.1377,0.1331,0.1331,0.1376,0.1376,2.4023,2.402,16.27,0.0195,104.0173
3839.5655,8.121,0,71.6522,71.6522,121.0594,121.0594,22.008,0.1552,0.1374,0.1374,0.144,0.144,2.391,2.391,15.127,0.0195,104.0215
3839.7179,8.157,0,72.1104,72.1104,119.4219,119.4219,22.696,0.1517,0.1696,0.1696,0.1696,0.1696,2.3412,2.341,14.4,0.0195,104.0258
3839.8703,8.145,0,72.9475,72.9475,119.1655,119.1655,24.138,0.1596,0.1887,0.1887,0.1887,0.1887,2.3051,2.305,14.322,0.0195,104.03
3840.0227,8.139,0,73.9924,73.9924,117.7682,117.7682,23.425,0.1661,0.197,0.197,0.197,0.197,2.2891,2.289,15.303,0.0195,104.0342
3840.1751,8.133,0,74.9923,74.9923,118.4945,118.4945,23.927,0.1707,0.1825,0.1825,0.183,0.183,2.3149,2.315,17.51,0.0195,104.0385
3840.3275,8.127,0,75.7321,75.7321,117.1371,117.1371,18.894,0.1582,0.169,0.169,0.1699,0.1699,2.3389,2.339,20.697,0.0195,104.0427
3840.4799,8.133,0,76.079,76.079,117.5405,117.5405,19.484,0.161,0.1751,0.1751,0.1753,0.1753,2.328,2.328,23.303,0.0195,104.0469
3840.6323,8.133,0,75.9918,75.9918,119.1155,119.1155,16.742,0.1529,0.1537,0.1537,0.1561,0.1561,2.3649,2.365,23.789,0.0195,104.0512
3840.7847,8.139,0,75.6079,75.6079,120.5376,120.5376,21.003,0.1537,0.1624,0.1624,0.1638,0.1638,2.3501,2.35,23.19,0.0195,104.0554
3840.9371,8.145,0,75.2781,75.2781,122.1599,122.1599,19.854,0.1501,0.1505,0.1505,0.1536,0.1536,2.3699,2.37,22.775,0.0195,104.0596
3841.0895,8.181,0,75.3853,75.3853,124.6458,124.6458,18.61,0.1312,0.1578,0.1578,0.1578,0.1578,2.361,2.361,22.911,0.0195,104.0639
3841.2419,8.169,0,76.0204,76.0204,126.968,126.968,19.29,0.1399,0.1688,0.1688,0.1688,0.1688,2.3401,2.34,23.794,0.0195,104.0681
3841.3943,8.211,0,76.9625,76.9625,129.8711,129.8711,18.88,0.1676,0.232,0.232,0.232,0.232,2.2205,2.22,25.292,0.0195,104.0723
