DEPTH,CALI,COAL,DT,DT_LOG,DTS,DTS_LOG,GR,NPHI,PHIE,PHIEC,PHIT,PHITC,RHOB,RHOB_LOG,RT,RW,TEMP
3679.5455,8.626,0,128.3929,128.3929,259.5463,259.5463,177.979,0.5285,0.01,0.01,0.2625,0.2625,2.237,2.237,1.846,0.0202,99.5746
3679.6979,8.626,0,128.2159,128.2159,260.1027,260.1027,180.864,0.4807,0.01,0.01,0.2429,0.2429,2.2679,2.268,1.779,0.0202,99.5788
3679.8503,8.626,0,127.8818,127.8818,261.4307,261.4307,180.782,0.4811,0.01,0.01,0.2074,0.2074,2.3238,2.324,1.723,0.0202,99.5831
3680.0027,8.644,0,127.4518,127.4518,262.7835,262.7835,177.45,0.4608,0.01,0.01,0.2205,0.2205,2.3031,2.303,1.702,0.0202,99.5873
3680.1551,8.626,0,126.8877,126.8877,263.6831,263.6831,168.136,0.4489,0.0135,0.0135,0.2503,0.2503,2.2562,2.256,1.718,0.0202,99.5915
3680.3075,8.614,0,126.2969,126.2969,263.7975,263.7975,175.856,0.5602,0.01,0.01,0.2606,0.2606,2.2401,2.24,1.741,0.0202,99.5957
3680.4599,8.602,0,125.9691,125.9691,262.8872,262.8872,185.264,0.3843,0.0962,0.0919,0.2619,0.2576,2.238,2.238,1.75,0.0202,99.6
3680.6123,8.59,0,126.1293,126.1293,261.4371,261.4371,176.193,0.5282,0.01,0.01,0.267,0.267,2.23,2.23,1.758,0.0202,99.6042
3680.7647,8.602,0,126.7624,126.7624,259.8474,259.8474,182.654,0.3998,0.0815,0.0783,0.2632,0.26,2.236,2.236,1.781,0.0202,99.6085
3680.9171,8.674,0,127.6474,127.6474,258.747,258.747,183.795,0.4562,0.0109,0.0109,0.2562,0.2562,2.247,2.247,1.814,0.0202,99.6127
3681.0695,8.722,0,128.4963,128.4963,258.7454,258.7454,186.686,0.49,0.01,0.01,0.2682,0.2682,2.2281,2.228,1.852,0.0202,99.6169
3681.2219,8.74,0,129.0971,129.0971,259.513,259.513,185.773,0.4138,0.0371,0.0368,0.2493,0.249,2.2579,2.258,1.895,0.0202,99.6212
3681.3743,8.752,0,129.385,129.385,259.5688,259.5688,189.005,0.5779,0.01,0.01,0.2587,0.2587,2.2431,2.243,1.929,0.0202,99.6254
3681.5267,8.746,0,129.4169,129.4169,259.2129,259.2129,187.572,0.4065,0.0321,0.0321,0.2442,0.2442,2.2659,2.266,1.939,0.0202,99.6296
3681.6791,8.74,0,129.2929,129.2929,259.016,259.016,197.16,0.417,0.0364,0.0361,0.2523,0.252,2.2531,2.253,1.939,0.0202,99.6339
3681.8315,8.765,0,129.0668,129.0668,258.9644,258.9644,192.027,0.4007,0.062,0.0602,0.2574,0.2556,2.245,2.245,1.945,0.0202,99.6381
3681.9839,8.74,0,128.7288,128.7288,259.61,259.61,178.454,0.3793,0.0793,0.0762,0.2556,0.2525,2.248,2.248,1.955,0.0202,99.6423
3682.1363,8.777,0,128.3038,128.3038,259.6274,259.6274,188.393,0.3555,0.1296,0.1211,0.2688,0.2604,2.2271,2.227,1.962,0.0202,99.6466
3682.2887,8.819,0,127.9189,127.9189,258.4968,258.4968,182.112,0.4067,0.0425,0.0419,0.2524,0.2519,2.2529,2.253,1.962,0.0202,99.6508
3682.4411,8.813,0,127.713,127.713,256.3087,256.3087,191.863,0.5642,0.01,0.01,0.26,0.2599,2.241,2.241,1.958,0.0202,99.655
3682.5935,8.801,0,127.699,127.699,253.8686,253.8686,189.472,0.515,0.01,0.01,0.2353,0.2353,2.2798,2.28,1.962,0.0202,99.6593
3682.7459,8.873,0,127.772,127.772,253.0556,253.0556,188.163,0.4128,0.0337,0.0335,0.2529,0.2527,2.2521,2.252,1.992,0.0202,99.6635
3682.8983,8.915,0,127.8731,127.8731,252.2653,252.2653,198.287,0.474,0.01,0.01,0.2555,0.2554,2.248,2.248,2.064,0.0202,99.6677
3683.0507,8.927,0,128.0811,128.0811,252.8797,252.8797,200.33,0.4116,0.0789,0.0747,0.2758,0.2717,2.2161,2.216,2.176,0.0202,99.672
3683.2031,8.945,0,128.4362,128.4362,254.17,254.17,209.249,0.4496,0.01,0.01,0.2582,0.258,2.2439,2.244,2.284,0.0202,99.6762
3683.3555,8.939,0,128.8011,128.8011,256.069,256.069,203.296,0.6036,0.01,0.01,0.2593,0.2591,2.242,2.242,2.331,0.0202,99.6805
3683.5079,8.921,0,129.0451,129.0451,257.9799,257.9799,212.943,0.4193,0.1061,0.0984,0.2948,0.2872,2.1862,2.186,2.324,0.0202,99.6847
3683.6603,8.939,0,129.2401,129.2401,259.5727,259.5727,197.913,0.4688,0.0518,0.0491,0.2994,0.2966,2.179,2.179,2.312,0.0202,99.6889
3683.8127,8.915,0,129.5672,129.5672,260.8317,260.8317,201.32,0.3981,0.1228,0.1135,0.295,0.2857,2.186,2.186,2.313,0.0202,99.6932
3683.9651,8.939,0,130.0602,130.0602,262.0596,262.0596,208.019,0.4567,0.0205,0.02,0.2779,0.2774,2.2129,2.213,2.329,0.0202,99.6974
3684.1175,8.933,0,130.5041,130.5041,263.1564,263.1564,200.785,0.4977,0.01,0.01,0.2961,0.2959,2.1841,2.184,2.375,0.0202,99.7016
3684.2699,8.981,0,130.6369,130.6369,263.8747,263.8747,202.124,0.6698,0.01,0.01,0.2981,0.2979,2.181,2.181,2.447,0.0202,99.7059
3684.4223,9.011,0,130.4759,130.4759,265.2443,265.2443,203.993,0.4219,0.069,0.0651,0.2823,0.2783,2.2059,2.206,2.52,0.0202,99.7101
3684.5747,9.035,0,130.3361,130.3361,265.8539,265.8539,196.357,0.4302,0.0463,0.0442,0.2759,0.2738,2.216,2.216,2.599,0.0202,99.7143
3684.7271,9.059,0,130.4912,130.4912,267.5229,267.5229,200.861,0.4631,0.01,0.01,0.2759,0.2756,2.216,2.216,2.719,0.0202,99.7186
3684.8795,9.053,0,130.9252,130.9252,269.2982,269.2982,193.259,0.5022,0.041,0.041,0.3202,0.3173,2.1463,2.146,2.894,0.0202,99.7228
3685.0319,9.077,0,131.4001,131.4001,271.6263,271.6263,200.793,0.4467,0.1399,0.1262,0.3299,0.3161,2.1311,2.131,3.074,0.0202,99.727
3685.1843,9.065,0,131.7131,131.7131,272.1037,272.1037,193.232,0.5202,0.1501,0.134,0.3749,0.3587,2.0603,2.06,3.126,0.0202,99.7313
3685.3367,9.041,0,131.856,131.856,271.5124,271.5124,193.697,0.5308,0.01,0.01,0.3168,0.3164,2.1516,2.152,2.98,0.0202,99.7355
3685.4891,9.053,0,131.941,131.941,270.4631,270.4631,186.608,0.3997,0.1865,0.1674,0.3267,0.3076,2.1361,2.136,2.762,0.0202,99.7398
3685.6415,9.053,0,131.9549,131.9549,270.597,270.597,178.464,0.5014,0.044,0.0413,0.3065,0.3038,2.1679,2.168,2.615,0.0202,99.744
3685.7939,9.017,0,131.7378,131.7378,270.6693,270.6693,171.469,0.5489,0.0679,0.0631,0.3184,0.3136,2.1491,2.149,2.558,0.0202,99.7482
3685.9463,9.011,0,131.1956,131.1956,271.1697,271.1697,175.673,0.4587,0.0848,0.0787,0.3102,0.3041,2.1619,2.162,2.511,0.0202,99.7524
3686.0987,9.011,0,130.3956,130.3956,270.6746,270.6746,172.107,0.5607,0.01,0.01,0.2513,0.2513,2.2546,2.255,2.401,0.0202,99.7567
3686.2511,9.0168,0,129.4498,129.4498,269.909,269.909,167.0015,0.535,0.0218,0.0216,0.2645,0.2642,2.234,2.2339,2.2632,0.0202,99.7609
3686.4035,8.993,0,128.4615,128.4615,267.9832,267.9832,169.223,0.7258,0.0281,0.0276,0.2746,0.274,2.2181,2.218,2.159,0.0202,99.7652
3686.5559,9.005,0,127.4366,127.4366,266.4762,266.4762,167.954,0.4749,0.0234,0.0233,0.2676,0.2675,2.229,2.229,2.086,0.0202,99.7694
3686.7083,9.029,0,126.4577,126.4577,263.2153,263.2153,166.079,0.4576,0.01,0.01,0.2416,0.2416,2.2698,2.27,2.023,0.0202,99.7736
3686.8607,9.011,0,125.7439,125.7439,263.7169,263.7169,161.834,0.5143,0.0104,0.0104,0.2441,0.2441,2.266,2.266,1.975,0.0202,99.7779
3687.0131,9.041,0,125.449,125.449,263.6128,263.6128,155.65,0.3825,0.01,0.01,0.2143,0.2143,2.3128,2.313,1.959,0.0202,99.7821
3687.1655,8.963,0,125.411,125.411,263.2324,263.2324,163.66,0.4195,0.0137,0.0137,0.2503,0.2503,2.2562,2.256,1.987,0.0202,99.7863
3687.3179,8.987,0,125.3289,125.3289,262.0424,262.0424,161.056,0.4481,0.0423,0.0413,0.2745,0.2735,2.2181,2.218,2.048,0.0202,99.7906
3687.4703,8.969,0,125.0769,125.0769,260.8589,260.8589,171.583,0.4347,0.016,0.016,0.2645,0.2645,2.2339,2.234,2.11,0.0202,99.7948
3687.6227,9.023,0,124.799,124.799,260.5496,260.5496,175.938,0.3809,0.0695,0.0669,0.2606,0.2581,2.24,2.24,2.148,0.0202,99.799
3687.7751,9.053,0,124.7351,124.7351,261.652,261.652,181.61,0.4209,0.01,0.01,0.2454,0.2454,2.2639,2.264,2.16,0.0202,99.8033
3687.9275,8.981,0,124.9782,124.9782,263.528,263.528,187.16,0.485,0.01,0.01,0.2479,0.2478,2.26,2.26,2.156,0.0202,99.8075
3688.0799,8.951,0,125.3762,125.3762,265.2873,265.2873,188.303,0.5517,0.01,0.01,0.2466,0.2465,2.262,2.262,2.151,0.0202,99.8117
3688.2323,8.831,0,125.7251,125.7251,265.9337,265.9337,202.962,0.3888,0.023,0.023,0.2428,0.2428,2.268,2.268,2.16,0.0202,99.816
3688.3847,8.801,0,125.8779,125.8779,265.5001,265.5001,214.67,0.4552,0.01,0.01,0.2403,0.2401,2.272,2.272,2.188,0.0202,99.8202
3688.5371,8.765,0,125.7559,125.7559,263.7151,263.7151,222.299,0.423,0.01,0.01,0.2472,0.2472,2.261,2.261,2.224,0.0202,99.8244
3688.6895,8.734,0,125.4228,125.4228,262.1433,262.1433,225.812,0.4978,0.01,0.01,0.2321,0.2319,2.2849,2.285,2.25,0.0202,99.8287
3688.8419,8.752,0,125.0529,125.0529,260.9087,260.9087,223.282,0.4288,0.0565,0.0541,0.2808,0.2783,2.2083,2.208,2.256,0.0202,99.8329
3688.9943,8.765,0,124.7389,124.7389,260.3164,260.3164,228.233,0.4367,0.01,0.01,0.2227,0.2225,2.2996,2.3,2.255,0.0202,99.8372
3689.1467,8.867,0,124.4078,124.4078,259.2003,259.2003,223.06,0.4695,0.01,0.01,0.2383,0.2381,2.2751,2.275,2.259,0.0202,99.8414
3689.2991,8.843,0,123.9117,123.9117,257.9216,257.9216,229.192,0.463,0.01,0.01,0.2181,0.2179,2.3069,2.307,2.27,0.0202,99.8456
3689.4515,8.909,0,123.1816,123.1816,257.199,257.199,228.253,0.4185,0.01,0.01,0.1883,0.1881,2.3538,2.354,2.283,0.0202,99.8499
3689.6039,8.915,0,122.3577,122.3577,257.1542,257.1542,212.074,0.3596,0.01,0.01,0.2116,0.2116,2.3171,2.317,2.293,0.0202,99.8541
3689.7563,8.885,0,121.6928,121.6928,257.54,257.54,206.899,0.3902,0.01,0.01,0.23,0.23,2.2881,2.288,2.302,0.0201,99.8583
3689.9087,8.945,0,121.3309,121.3309,257.5938,257.5938,218.188,0.3631,0.0451,0.0446,0.2396,0.2391,2.2731,2.273,2.31,0.0201,99.8626
3690.0611,8.927,0,121.1809,121.1809,257.1595,257.1595,217.082,0.4905,0.01,0.01,0.2605,0.2603,2.2401,2.24,2.33,0.0201,99.8668
3690.2135,8.933,0,120.9888,120.9888,256.1762,256.1762,231.794,0.5103,0.01,0.01,0.229,0.2287,2.2898,2.29,2.362,0.0201,99.871
3690.3659,8.885,0,120.6319,120.6319,254.6757,254.6757,242.707,0.4632,0.01,0.01,0.2757,0.2755,2.2163,2.216,2.393,0.0201,99.8753
3690.5183,8.915,0,120.282,120.282,254.0761,254.0761,244.815,0.4549,0.01,0.01,0.2125,0.2123,2.3156,2.316,2.411,0.0201,99.8795
3690.6707,8.861,0,120.2061,120.2061,252.469,252.469,222.641,0.4762,0.01,0.01,0.2129,0.2127,2.315,2.315,2.408,0.0201,99.8837
3690.8231,8.861,0,120.4121,120.4121,254.3758,254.3758,213.932,0.5006,0.01,0.01,0.187,0.1868,2.3558,2.356,2.374,0.0201,99.888
3690.9755,8.867,0,120.616,120.616,254.0453,254.0453,205.596,0.3758,0.01,0.01,0.2116,0.2116,2.3172,2.317,2.312,0.0201,99.8922
3691.1279,8.909,0,120.5619,120.5619,256.5676,256.5676,203.251,0.4547,0.01,0.01,0.1958,0.1957,2.3419,2.342,2.256,0.0201,99.8964
3691.2803,8.975,0,120.3019,120.3019,257.7822,257.7822,206.398,0.4276,0.01,0.01,0.2198,0.2197,2.3042,2.304,2.236,0.0201,99.9007
3691.4327,9.191,0,120.1771,120.1771,260.0729,260.0729,202.285,0.3934,0.01,0.01,0.2288,0.2288,2.2901,2.29,2.247,0.0201,99.9049
3691.5851,9.221,0,120.3882,120.3882,261.7119,261.7119,215.443,0.4386,0.01,0.01,0.2155,0.2154,2.3109,2.311,2.262,0.0201,99.9091
3691.7375,9.39,0,120.7371,120.7371,263.3881,263.3881,212.158,0.4829,0.01,0.01,0.2294,0.2292,2.2891,2.289,2.27,0.0201,99.9134
3691.8899,9.444,0,120.949,120.949,265.53,265.53,222.448,0.4601,0.01,0.01,0.2453,0.2451,2.2641,2.264,2.277,0.0201,99.9176
3692.0423,9.51,0,121.0351,121.0351,267.4191,267.4191,223.884,0.466,0.2945,0.2598,0.415,0.3803,1.9971,1.996,2.295,0.0201,99.9219
3692.1947,9.54,0,121.2332,121.2332,269.4977,269.4977,221.662,0.4378,0.01,0.01,0.2498,0.2497,2.257,2.258,2.322,0.0201,99.9261
3692.3471,9.552,0,121.7053,121.7053,270.8174,270.8174,218.316,0.442,0.01,0.01,0.1808,0.1806,2.3656,2.366,2.347,0.0201,99.9303
3692.4995,9.522,0,122.3863,122.3863,271.5742,271.5742,217.342,0.4371,0.01,0.01,0.2343,0.2341,2.2813,2.281,2.37,0.0201,99.9346
3692.6519,9.534,0,123.0713,123.0713,272.0208,272.0208,214.933,0.4126,0.01,0.01,0.2377,0.2377,2.276,2.276,2.391,0.0201,99.9388
3692.8043,9.528,0,123.6412,123.6412,271.7492,271.7492,213.374,0.451,0.01,0.01,0.2453,0.2451,2.264,2.264,2.401,0.0201,99.943
3692.9567,9.552,0,124.1362,124.1362,270.2357,270.2357,208.218,0.4335,0.0208,0.0205,0.2675,0.2672,2.2291,2.229,2.405,0.0201,99.9473
3693.1091,9.534,0,124.5591,124.5591,267.7424,267.7424,205.324,0.4177,0.019,0.0189,0.2581,0.258,2.2439,2.244,2.441,0.0201,99.9515
3693.2615,9.522,0,124.8531,124.8531,262.878,262.878,208.359,0.5361,0.01,0.01,0.2676,0.2673,2.2291,2.229,2.537,0.0201,99.9557
3693.4139,9.546,0,124.976,124.976,257.1421,257.1421,227.121,0.4466,0.01,0.01,0.2562,0.2559,2.2469,2.247,2.674,0.0201,99.96
3693.5663,9.552,0,124.8818,124.8818,253.5906,253.5906,215.629,0.4911,0.01,0.01,0.2479,0.2476,2.2599,2.26,2.805,0.0201,99.9642
3693.7187,9.684,0,124.4446,124.4446,252.796,252.796,215.017,0.4471,0.01,0.01,0.2466,0.2462,2.262,2.262,2.881,0.0201,99.9684
3693.8711,9.678,0,123.5133,123.5133,252.8344,252.8344,221.199,0.4694,0.01,0.01,0.2403,0.2399,2.272,2.272,2.863,0.0201,99.9727
3694.0235,9.751,0,122.0221,122.0221,253.6782,253.6782,184.92,0.549,0.01,0.01,0.01,0.01,2.6804,2.682,2.707,0.0201,99.9769
3694.1759,9.739,0,120.067,120.067,253.9953,253.9953,183.13,0.4386,0.01,0.01,0.0525,0.0523,2.5675,2.567,2.381,0.0201,99.9811
3694.3283,9.763,0,117.851,117.851,254.6398,254.6398,181.728,0.5528,0.01,0.01,0.1515,0.1515,2.4116,2.411,1.923,0.0201,99.9854
3694.4807,9.799,0,115.57,115.57,256.0863,256.0863,179.392,0.3084,0.0118,0.0118,0.195,0.195,2.3433,2.343,1.467,0.0201,99.9896
3694.6331,9.847,0,113.3882,113.3882,258.6048,258.6048,179.555,0.4979,0.01,0.01,0.2002,0.2002,2.335,2.335,1.133,0.0201,99.9939
3694.7855,10.021,0,111.4774,111.4774,260.1595,260.1595,174.716,0.4728,0.01,0.01,0.2097,0.2097,2.3201,2.32,0.953,0.0201,99.9981
3694.9379,10.081,0,110.0727,110.0727,261.0305,261.0305,147.278,0.4956,0.01,0.01,0.2015,0.2015,2.3329,2.333,0.914,0.0201,100.0023
3695.0903,9.979,0,109.4291,109.4291,261.9492,261.9492,151.88,0.3962,0.01,0.01,0.2116,0.2116,2.3171,2.317,1.008,0.0201,100.0066
3695.2427,9.997,0,109.6985,109.6985,262.4341,262.4341,154.784,0.5293,0.01,0.01,0.187,0.187,2.3558,2.356,1.233,0.0201,100.0108
3695.3951,10.009,0,110.8478,110.8478,262.6202,262.6202,147.74,0.4323,0.0488,0.0488,0.2559,0.2559,2.2474,2.247,1.564,0.0201,100.015
3695.5475,9.576,0,112.699,112.699,261.1214,261.1214,156.733,0.3824,0.0216,0.0216,0.2409,0.2409,2.2709,2.271,1.899,0.0201,100.0193
3695.6999,9.582,0,114.961,114.961,261.814,261.814,168.464,0.4645,0.01,0.01,0.2403,0.2403,2.272,2.272,2.107,0.0201,100.0235
3695.8523,9.54,0,117.303,117.303,261.8322,261.8322,170.864,0.4835,0.0129,0.0129,0.2586,0.2586,2.2431,2.243,2.166,0.0201,100.0277
3696.0047,9.57,0,119.5129,119.5129,260.3566,260.3566,186.757,0.4493,0.01,0.01,0.2656,0.2656,2.232,2.232,2.165,0.0201,100.032
3696.1571,9.594,0,121.5027,121.5027,259.5576,259.5576,189.276,0.3222,0.1762,0.1612,0.2809,0.2658,2.2081,2.208,2.183,0.0201,100.0362
3696.3095,9.6,0,123.2056,123.2056,258.8862,258.8862,181.37,0.4614,0.01,0.01,0.2714,0.2714,2.2229,2.223,2.232,0.0201,100.0404
3696.4619,9.588,0,124.5123,124.5123,261.1797,261.1797,195.902,0.3527,0.1228,0.1144,0.2727,0.2642,2.221,2.221,2.292,0.0201,100.0447
3696.6143,9.57,0,125.2741,125.2741,260.611,260.611,199.33,0.436,0.0263,0.0258,0.2733,0.2728,2.22,2.22,2.353,0.0201,100.0489
3696.7667,9.576,0,125.478,125.478,256.7735,256.7735,203.246,0.5692,0.01,0.01,0.2676,0.2674,2.229,2.229,2.403,0.0201,100.0531
3696.9191,9.594,0,125.399,125.399,257.7314,257.7314,192.477,0.4033,0.0132,0.0132,0.2492,0.2492,2.2579,2.258,2.432,0.0201,100.0574
3697.0715,9.576,0,125.4121,125.4121,258.5901,258.5901,188.585,0.5001,0.01,0.01,0.2561,0.2559,2.247,2.247,2.447,0.0201,100.0616
3697.2239,9.588,0,125.6381,125.6381,260.8208,260.8208,190.429,0.4782,0.01,0.01,0.2688,0.2686,2.2271,2.227,2.467,0.0201,100.0659
3697.3763,9.5881,0,125.9341,125.9341,260.3872,260.3872,184.8539,0.4451,0.0145,0.0143,0.2732,0.273,2.2201,2.2201,2.4869,0.0201,100.0701
3697.5287,9.594,0,126.1471,126.1471,258.8945,258.8945,182.665,0.4455,0.01,0.01,0.2663,0.2662,2.231,2.231,2.474,0.0201,100.0743
3697.6811,9.618,0,126.2921,126.2921,257.8929,257.8929,194.611,0.5667,0.01,0.01,0.265,0.2648,2.233,2.233,2.418,0.0201,100.0786
3697.8335,9.606,0,126.4861,126.4861,257.6478,257.6478,192.644,0.4667,0.01,0.01,0.2125,0.2123,2.3157,2.316,2.33,0.0201,100.0828
3697.9859,9.612,0,126.7511,126.7511,257.2446,257.2446,200.584,0.3613,0.0144,0.0144,0.2268,0.2268,2.2931,2.293,2.223,0.0201,100.087
3698.1383,9.414,0,126.945,126.945,256.5565,256.5565,209.557,0.4551,0.01,0.01,0.251,0.2508,2.2552,2.255,2.105,0.0201,100.0913
3698.2907,9.372,0,126.984,126.984,255.5724,255.5724,203.679,0.596,0.01,0.01,0.2523,0.2523,2.253,2.253,1.99,0.0201,100.0955
3698.4431,9.372,0,126.8809,126.8809,256.3798,256.3798,214.458,0.3884,0.063,0.0616,0.265,0.2636,2.2331,2.233,1.883,0.0201,100.0997
3698.5955,9.426,0,126.5478,126.5478,259.7909,259.7909,214.461,0.592,0.01,0.01,0.2758,0.2758,2.2161,2.216,1.774,0.0201,100.104
3698.7479,9.468,0,126.0408,126.0408,263.4829,263.4829,215.757,0.4034,0.0681,0.0666,0.2758,0.2743,2.216,2.216,1.656,0.0201,100.1082
3698.9003,9.474,0,125.5028,125.5028,265.2012,265.2012,226.022,0.4429,0.0239,0.0239,0.2771,0.2771,2.214,2.214,1.523,0.0201,100.1124
3699.0527,9.666,0,124.9737,124.9737,265.6891,265.6891,225.222,0.6068,0.01,0.01,0.2182,0.2182,2.3066,2.307,1.378,0.0201,100.1167
3699.2051,9.745,0,124.3887,124.3887,265.967,265.967,207.544,0.5535,0.01,0.01,0.2047,0.2047,2.3279,2.328,1.236,0.0201,100.1209
3699.3575,9.991,0,123.7287,123.7287,267.8805,267.8805,190.836,0.5212,0.01,0.01,0.2819,0.2819,2.2065,2.206,1.129,0.0201,100.1251
3699.5099,10.039,0,123.1409,123.1409,268.8701,268.8701,193.125,0.4784,0.01,0.01,0.2569,0.2569,2.2458,2.246,1.081,0.0201,100.1294
3699.6623,9.276,0,122.8941,122.8941,269.0873,269.0873,184.36,0.3384,0.1473,0.1417,0.277,0.2714,2.2141,2.214,1.098,0.0201,100.1336
3699.8147,9.101,0,123.1763,123.1763,265.8434,265.8434,186.464,0.5735,0.01,0.01,0.2638,0.2638,2.2349,2.235,1.179,0.0201,100.1379
3699.9671,9.083,0,123.8493,123.8493,262.8781,262.8781,187.787,0.4115,0.0357,0.0357,0.2657,0.2657,2.232,2.232,1.322,0.0201,100.1421
3700.1195,8.843,0,124.5232,124.5232,261.0421,261.0421,205.124,0.6501,0.01,0.01,0.2777,0.2777,2.2131,2.213,1.557,0.0201,100.1463
3700.2719,8.843,0,124.9361,124.9361,261.1885,261.1885,209.577,0.4148,0.0383,0.0379,0.2689,0.2685,2.2269,2.227,1.992,0.0201,100.1506
3700.4243,8.831,0,125.1531,125.1531,260.226,260.226,199.788,0.4482,0.01,0.01,0.2688,0.2686,2.227,2.227,2.873,0.0201,100.1548
3700.5767,8.813,0,125.3701,125.3701,258.3663,258.3663,198.48,0.4455,0.01,0.01,0.265,0.2644,2.233,2.233,4.856,0.0201,100.159
3700.7291,8.807,0,125.579,125.579,255.0327,255.0327,186.647,0.4611,0.01,0.01,0.2752,0.274,2.2171,2.217,10.335,0.0201,100.1633
3700.8815,8.771,0,125.5117,125.5117,252.4704,252.4704,175.595,0.4285,0.0268,0.0233,0.2714,0.2679,2.223,2.223,34.186,0.0201,100.1675
3701.0339,8.837,0,124.9466,124.9466,253.1494,253.1494,168.586,0.4323,0.0736,0.0621,0.2954,0.2839,2.1851,2.185,279.982,0.0201,100.1717
3701.1863,8.849,0,124.0316,124.0316,255.7652,255.7652,185.251,0.4541,0.042,0.0354,0.293,0.2864,2.189,2.189,408.976,0.0201,100.176
3701.3387,8.855,0,123.1698,123.1698,258.1488,258.1488,188.089,0.4498,0.047,0.0402,0.293,0.2862,2.189,2.189,63.728,0.0201,100.1802
3701.4911,8.861,0,122.685,122.685,259.6075,259.6075,192.818,0.4004,0.064,0.0557,0.2734,0.2651,2.2199,2.22,24.818,0.0201,100.1844
3701.6435,8.867,0,122.6602,122.6602,260.5443,260.5443,191.861,0.396,0.0648,0.0571,0.2713,0.2636,2.2231,2.2231,14.89,0.0201,100.1887
3701.7959,8.867,0,123.0083,123.0083,261.0215,261.0215,206.193,0.491,0.01,0.01,0.2739,0.2727,2.2191,2.2191,9.713,0.0201,100.1929
3701.9483,8.855,0,123.6124,123.6124,259.9606,259.9606,217.455,0.5408,0.01,0.01,0.2613,0.2603,2.2389,2.239,6.617,0.0201,100.1971
3702.1007,8.873,0,124.4134,124.4134,257.3029,257.3029,205.05,0.6156,0.01,0.01,0.2751,0.2743,2.2171,2.217,5.23,0.0201,100.2014
3702.2531,8.855,0,125.3414,125.3414,251.476,251.476,215.908,0.5632,0.01,0.01,0.2771,0.2764,2.214,2.214,4.534,0.0201,100.2056
3702.4055,8.867,0,126.2262,126.2262,243.984,243.984,215.884,0.4521,0.0309,0.0291,0.2701,0.2683,2.225,2.225,3.55,0.0201,100.2099
3702.5579,8.861,0,126.7499,126.7499,232.7109,232.7109,214.873,0.5506,0.01,0.01,0.2783,0.2782,2.2121,2.212,2.085,0.0201,100.2141
3702.7103,8.801,0,126.5124,126.5124,228.5826,228.5826,215.581,0.4127,0.182,0.1719,0.3176,0.3075,2.1502,2.15,0.946,0.0201,100.2183
3702.8627,8.777,0,125.2179,125.2179,225.9201,225.9201,262.216,0.482,0.0289,0.0289,0.2659,0.2659,2.2317,2.232,0.405,0.0201,100.2226
3703.0151,8.758,0,122.7554,122.7554,224.2471,224.2471,267.624,0.4412,0.0401,0.0401,0.2492,0.2492,2.2579,2.258,0.192,0.0201,100.2268
3703.1675,8.74,0,119.182,119.182,218.6731,218.6731,355.111,0.5177,0.01,0.01,0.0649,0.0649,2.5479,2.549,0.11,0.0201,100.231
3703.3199,8.765,0,114.7138,114.7138,211.4078,211.4078,778.64,0.5422,0.01,0.01,0.0629,0.0629,2.551,2.551,0.08,0.0201,100.2353
3703.4723,8.771,0,109.7709,109.7709,201.5637,201.5637,810.439,0.5055,0.01,0.01,0.0408,0.0408,2.5859,2.586,0.075,0.0201,100.2395
3703.6247,8.813,0,104.9291,104.9291,193.5308,193.5308,1567.59,0.423,0.01,0.01,0.01,0.01,2.6976,2.698,0.094,0.0201,100.2437
3703.7771,8.801,0,100.7275,100.7275,183.7849,183.7849,1470.7419,0.4241,0.01,0.01,0.0201,0.0201,2.6183,2.618,0.155,0.0201,100.248
3703.9295,8.837,0,97.4209,97.4209,181.5955,181.5955,1266.104,0.294,0.01,0.01,0.0279,0.0279,2.606,2.606,0.323,0.0201,100.2522
3704.0819,8.909,0,94.9402,94.9402,182.6158,182.6158,437.928,0.3481,0.01,0.01,0.0527,0.0527,2.5672,2.567,0.661,0.0201,100.2564
3704.2343,8.909,0,93.2437,93.2437,184.24,184.24,407.082,0.2924,0.01,0.01,0.0546,0.0546,2.564,2.564,0.975,0.0201,100.2607
3704.3867,8.921,0,92.6043,92.6043,186.1861,186.1861,380.316,0.3022,0.01,0.01,0.0648,0.0648,2.5481,2.548,1.263,0.0201,100.2649
3704.5391,8.915,0,93.424,93.424,188.2885,188.2885,332.34,0.283,0.01,0.01,0.0471,0.0471,2.5759,2.576,1.739,0.0201,100.2691
3704.6915,8.933,0,95.7034,95.7034,191.1981,191.1981,325.097,0.3164,0.01,0.01,0.0401,0.0399,2.587,2.587,2.268,0.0201,100.2734
3704.8439,8.933,0,98.8354,98.8354,193.2293,193.2293,270.806,0.2665,0.01,0.01,0.1192,0.1192,2.4625,2.462,2.53,0.0201,100.2776
3704.9963,8.927,0,102.0413,102.0413,193.8053,193.8053,256.479,0.2316,0.01,0.01,0.0891,0.0891,2.5098,2.51,2.683,0.0201,100.2819
3705.1487,8.849,0,104.872,104.872,192.4465,192.4465,252.629,0.3213,0.1389,0.1263,0.2168,0.2042,2.3088,2.308,3.002,0.0201,100.2861
3705.3011,8.867,0,107.1456,107.1456,191.482,191.482,237.572,0.4515,0.01,0.01,0.1939,0.1934,2.3449,2.345,3.5,0.0201,100.2903
