Well:,L05-B-01,,,,
DEPTH,GR,DT,RHOB,DRHO,NPHI
2870.6004,21.967575,70.201584,-999.25,-999.25,-999.25
2870.7004,23.11832,69.289001,-999.25,-999.25,-999.25
2870.8004,24.226326,69.422607,-999.25,-999.25,-999.25
2870.9004,25.659756,70.199402,-999.25,-999.25,-999.25
2871.0004,27.107327,70.833145,-999.25,-999.25,-999.25
2871.1004,28.340099,71.173904,-999.25,-999.25,-999.25
2871.2004,29.255711,71.496277,-999.25,-999.25,-999.25
2871.3004,29.644135,71.573914,-999.25,-999.25,-999.25
2871.4004,29.507469,71.698898,-999.25,-999.25,-999.25
2871.5004,29.269016,72.177719,-999.25,-999.25,-999.25
2871.6004,29.67894,72.371246,-999.25,-999.25,-999.25
2871.7004,30.724522,72.20253,-999.25,-999.25,-999.25
2871.8004,31.68417,71.950653,-999.25,-999.25,-999.25
2871.9004,31.975063,70.929672,-999.25,-999.25,-999.25
2872.0004,31.385681,70.093658,-999.25,-999.25,-999.25
2872.1004,30.168655,70.707047,-999.25,-999.25,-999.25
2872.2004,28.574539,71.157623,-999.25,-999.25,-999.25
2872.3004,27.044083,70.910385,-999.25,-999.25,-999.25
2872.4004,25.86974,70.763657,-999.25,-999.25,-999.25
2872.5004,25.183075,71.517365,-999.25,-999.25,-999.25
2872.6004,24.837643,72.718887,-999.25,-999.25,-999.25
2872.7004,24.731987,73.365402,-999.25,-999.25,-999.25
2872.8004,25.392998,73.290802,-999.25,-999.25,-999.25
2872.9004,26.870068,72.784149,-999.25,-999.25,-999.25
2873.0004,29.123207,72.018448,-999.25,-999.25,-999.25
2873.1004,31.448692,70.936264,-999.25,-999.25,-999.25
2873.2004,33.158104,69.966797,-999.25,-999.25,-999.25
2873.3004,33.679337,69.852051,-999.25,-999.25,-999.25
2873.4004,32.551414,69.694565,-999.25,-999.25,-999.25
2873.5004,30.440311,69.245163,-999.25,-999.25,-999.25
2873.6004,27.943947,69.09671,-999.25,-999.25,-999.25
2873.7004,25.688026,69.067322,-999.25,-999.25,-999.25
2873.8004,23.787239,68.911331,-999.25,-999.25,-999.25
2873.9004,22.558628,68.305466,-999.25,-999.25,-999.25
2874.0004,21.760174,68.080948,-999.25,-999.25,-999.25
2874.1004,21.171291,68.488678,-999.25,-999.25,-999.25
2874.2004,21.106922,69.649551,-999.25,-999.25,-999.25
2874.3004,21.443832,70.80278,-999.25,-999.25,-999.25
2874.4004,22.063393,71.703125,-999.25,-999.25,-999.25
2874.5004,23.3116,72.420761,-999.25,-999.25,-999.25
2874.6004,25.086575,72.946915,-999.25,-999.25,-999.25
2874.7004,27.189251,73.252762,-999.25,-999.25,-999.25
2874.8004,28.644421,72.610184,-999.25,-999.25,-999.25
2874.9004,29.31105,71.90239,-999.25,-999.25,-999.25
2875.0004,29.245701,71.5923,-999.25,-999.25,-999.25
2875.1004,28.394287,71.337967,-999.25,-999.25,-999.25
2875.2004,27.324482,71.099075,-999.25,-999.25,-999.25
2875.3004,26.298717,70.918686,-999.25,-999.25,-999.25
2875.4004,26.391548,70.373077,-999.25,-999.25,-999.25
2875.5004,26.828011,69.854446,-999.25,-999.25,-999.25
2875.6004,27.046021,69.691742,-999.25,-999.25,-999.25
2875.7004,26.932865,69.541077,-999.25,-999.25,-999.25
2875.8004,26.405025,69.365921,-999.25,-999.25,-999.25
2875.9004,25.278999,69.241333,-999.25,-999.25,-999.25
2876.0004,24.429836,69.340256,-999.25,-999.25,-999.25
2876.1004,23.955185,69.375916,-999.25,-999.25,-999.25
2876.2004,23.784916,68.951172,-999.25,-999.25,-999.25
2876.3004,24.009415,68.6026,-999.25,-999.25,-999.25
2876.4004,24.40107,68.396912,-999.25,-999.25,-999.25
2876.5004,24.692852,68.155365,-999.25,-999.25,-999.25
2876.6004,24.739986,68.157288,-999.25,-999.25,-999.25
2876.7004,24.40052,68.339523,-999.25,-999.25,-999.25
2876.8004,23.087002,68.448822,-999.25,-999.25,-999.25
2876.9004,21.528648,68.563538,-999.25,-999.25,-999.25
2877.0004,20.235691,68.758575,-999.25,-999.25,-999.25
2877.1004,19.533951,69.138779,-999.25,-999.25,-999.25
2877.2004,19.746258,69.269821,-999.25,-999.25,-999.25
2877.3004,20.652718,69.18631,-999.25,-999.25,-999.25
2877.4004,21.805641,69.833405,-999.25,-999.25,-999.25
2877.5004,23.273643,71.660568,-999.25,-999.25,-999.25
2877.6004,25.285618,74.258209,-999.25,-999.25,-999.25
2877.7004,28.592373,75.6185,-999.25,-999.25,-999.25
2877.8004,32.270103,75.870621,-999.25,-999.25,-999.25
2877.9004,35.554207,75.8862,-999.25,-999.25,-999.25
2878.0004,37.992805,76.335983,-999.25,-999.25,-999.25
2878.1004,39.174301,76.148621,-999.25,-999.25,-999.25
2878.2004,39.157951,74.475433,-999.25,-999.25,-999.25
2878.3004,38.390007,72.440521,-999.25,-999.25,-999.25
2878.4004,36.968346,70.956314,-999.25,-999.25,-999.25
2878.5004,34.633003,70.109344,-999.25,-999.25,-999.25
2878.6004,31.23201,69.352371,-999.25,-999.25,-999.25
2878.7004,27.345242,68.567978,-999.25,-999.25,-999.25
2878.8004,23.689289,68.135757,-999.25,-999.25,-999.25
2878.9004,20.887104,68.199982,-999.25,-999.25,-999.25
2879.0004,18.967316,68.539383,-999.25,-999.25,-999.25
2879.1004,17.681175,68.840363,-999.25,-999.25,-999.25
2879.2004,16.83889,68.957062,-999.25,-999.25,-999.25
2879.3004,16.092724,68.920792,-999.25,-999.25,-999.25
2879.4004,15.336756,68.884384,-999.25,-999.25,-999.25
2879.5004,14.718925,68.873932,-999.25,-999.25,-999.25
2879.6004,14.37816,68.876068,-999.25,-999.25,-999.25
2879.7004,14.327023,68.872787,-999.25,-999.25,-999.25
2879.8004,14.576782,68.831543,-999.25,-999.25,-999.25
2879.9004,14.94458,68.774902,-999.25,-999.25,-999.25
2880.0004,15.122889,68.789124,-999.25,-999.25,-999.25
2880.1004,14.967031,68.846191,-999.25,-999.25,-999.25
2880.2004,14.712732,68.88237,-999.25,-999.25,-999.25
2880.3004,14.865591,68.950104,-999.25,-999.25,-999.25
2880.4004,15.624977,69.053482,-999.25,-999.25,-999.25
2880.5004,16.605419,69.105942,-999.25,-999.25,-999.25
2880.6004,17.309742,69.017593,-999.25,-999.25,-999.25
2880.7004,17.5196,68.92688,-999.25,-999.25,-999.25
2880.8004,17.382496,69.009506,-999.25,-999.25,-999.25
2880.9004,16.892387,69.044785,-999.25,-999.25,-999.25
2881.0004,16.375217,69.017715,-999.25,-999.25,-999.25
2881.1004,16.212128,69.067047,-999.25,-999.25,-999.25
2881.2004,16.162598,69.081665,-999.25,-999.25,-999.25
2881.3004,16.10133,69.152405,-999.25,-999.25,-999.25
2881.4004,16.133312,69.45668,-999.25,-999.25,-999.25
2881.5004,16.299129,69.758408,-999.25,-999.25,-999.25
2881.6004,16.546356,69.903198,-999.25,-999.25,-999.25
2881.7004,16.798725,69.94722,-999.25,-999.25,-999.25
2881.8004,17.167267,69.785782,-999.25,-999.25,-999.25
2881.9004,17.569481,69.464417,-999.25,-999.25,-999.25
2882.0004,17.741791,69.173935,-999.25,-999.25,-999.25
2882.1004,17.58725,69.003052,-999.25,-999.25,-999.25
2882.2004,17.191498,68.964691,-999.25,-999.25,-999.25
2882.3004,16.687111,69.008698,-999.25,-999.25,-999.25
2882.4004,16.098526,69.078812,-999.25,-999.25,-999.25
2882.5004,15.513258,69.097992,-999.25,-999.25,-999.25
2882.6004,15.034336,69.029739,-999.25,-999.25,-999.25
2882.7004,14.527895,68.958603,-999.25,-999.25,-999.25
2882.8004,14.014515,69.010742,-999.25,-999.25,-999.25
2882.9004,13.830709,69.260239,-999.25,-999.25,-999.25
2883.0004,14.27947,69.428833,-999.25,-999.25,-999.25
2883.1004,15.237614,69.365173,-999.25,-999.25,-999.25
2883.2004,16.388126,69.180908,-999.25,-999.25,-999.25
2883.3004,17.47385,69.019882,-999.25,-999.25,-999.25
2883.4004,18.22768,68.940735,-999.25,-999.25,-999.25
2883.5004,18.071342,68.91777,-999.25,-999.25,-999.25
2883.6004,17.239494,68.894104,-999.25,-999.25,-999.25
2883.7004,16.230335,68.863434,-999.25,-999.25,-999.25
2883.8004,15.382204,68.945572,-999.25,-999.25,-999.25
2883.9004,15.301161,69.024765,-999.25,-999.25,-999.25
2884.0004,16.011478,69.033096,-999.25,-999.25,-999.25
2884.1004,16.9487,69.185699,-999.25,-999.25,-999.25
2884.2004,17.672665,69.222382,-999.25,-999.25,-999.25
2884.3004,18.08979,69.007263,-999.25,-999.25,-999.25
2884.4004,17.316826,69.112869,-999.25,-999.25,-999.25
2884.5004,16.246498,69.07373,-999.25,-999.25,-999.25
2884.6004,15.437918,68.553268,-999.25,-999.25,-999.25
2884.7004,15.072285,68.505905,-999.25,-999.25,-999.25
2884.8004,15.185642,68.754257,-999.25,-999.25,-999.25
2884.9004,15.823589,69.038406,-999.25,-999.25,-999.25
2885.0004,16.849239,69.283737,-999.25,-999.25,-999.25
2885.1004,17.731968,69.427399,-999.25,-999.25,-999.25
2885.2004,18.15617,69.421204,-999.25,-999.25,-999.25
2885.3004,17.936142,69.410858,-999.25,-999.25,-999.25
2885.4004,17.268932,69.380844,-999.25,-999.25,-999.25
2885.5004,16.186775,69.261612,-999.25,-999.25,-999.25
2885.6004,15.321302,69.178894,-999.25,-999.25,-999.25
2885.7004,14.708977,69.132126,-999.25,-999.25,-999.25
2885.8004,14.320126,69.08931,-999.25,-999.25,-999.25
2885.9004,14.196367,69.119156,-999.25,-999.25,-999.25
2886.0004,14.269636,69.186874,-999.25,-999.25,-999.25
2886.1004,14.578455,69.226395,-999.25,-999.25,-999.25
2886.2004,15.148451,69.291992,-999.25,-999.25,-999.25
2886.3004,15.903234,69.380646,-999.25,-999.25,-999.25
2886.4004,16.772881,69.444763,-999.25,-999.25,-999.25
2886.5004,17.280312,69.430252,-999.25,-999.25,-999.25
2886.6004,17.390041,69.328018,-999.25,-999.25,-999.25
2886.7004,17.15625,69.065643,-999.25,-999.25,-999.25
2886.8004,16.558422,68.823898,-999.25,-999.25,-999.25
2886.9004,15.764013,68.675293,-999.25,-999.25,-999.25
2887.0004,15.517664,68.678238,-999.25,-999.25,-999.25
2887.1004,15.984035,68.874725,-999.25,-999.25,-999.25
2887.2004,16.97575,69.209717,-999.25,-999.25,-999.25
2887.3004,17.966198,69.307983,-999.25,-999.25,-999.25
2887.4004,18.537712,69.287018,-999.25,-999.25,-999.25
2887.5004,18.632603,69.279846,-999.25,-999.25,-999.25
2887.6004,18.275833,69.32486,-999.25,-999.25,-999.25
2887.7004,18.00367,69.30603,-999.25,-999.25,-999.25
2887.8004,18.102856,69.155533,-999.25,-999.25,-999.25
2887.9004,18.720425,69.087341,-999.25,-999.25,-999.25
2888.0004,19.371704,69.098038,-999.25,-999.25,-999.25
2888.1004,19.688309,69.124603,-999.25,-999.25,-999.25
2888.2004,19.75753,69.181152,-999.25,-999.25,-999.25
2888.3004,19.736427,69.256012,-999.25,-999.25,-999.25
2888.4004,19.667683,69.333954,-999.25,-999.25,-999.25
2888.5004,19.275131,69.391174,-999.25,-999.25,-999.25
2888.6004,18.501156,69.422455,-999.25,-999.25,-999.25
2888.7004,17.400635,69.424667,-999.25,-999.25,-999.25
2888.8004,16.358192,69.327225,-999.25,-999.25,-999.25
2888.9004,15.857716,69.169937,-999.25,-999.25,-999.25
2889.0004,16.291058,69.047058,-999.25,-999.25,-999.25
2889.1004,17.771393,68.960358,-999.25,-999.25,-999.25
2889.2004,19.578159,68.924332,-999.25,-999.25,-999.25
2889.3004,20.754093,69.013321,-999.25,-999.25,-999.25
2889.4004,21.015499,69.217926,-999.25,-999.25,-999.25
2889.5004,20.615654,69.409027,-999.25,-999.25,-999.25
2889.6004,19.662083,69.427811,-999.25,-999.25,-999.25
2889.7004,18.809372,69.340103,-999.25,-999.25,-999.25
2889.8004,18.41856,69.234146,-999.25,-999.25,-999.25
2889.9004,18.031788,69.013107,-999.25,-999.25,-999.25
2890.0004,17.660484,68.897934,-999.25,-999.25,-999.25
2890.1004,17.552006,69.063797,-999.25,-999.25,-999.25
2890.2004,17.749519,69.23201,-999.25,-999.25,-999.25
2890.3004,18.195217,69.320953,-999.25,-999.25,-999.25
2890.4004,18.73864,69.398697,-999.25,-999.25,-999.25
2890.5004,19.291859,69.390121,-999.25,-999.25,-999.25
2890.6004,19.626034,69.361435,-999.25,-999.25,-999.25
2890.7004,19.663651,69.402435,-999.25,-999.25,-999.25
2890.8004,19.756859,69.325256,-999.25,-999.25,-999.25
2890.9004,19.788898,69.119293,-999.25,-999.25,-999.25
2891.0004,19.244473,68.975281,-999.25,-999.25,-999.25
2891.1004,18.195332,68.870926,-999.25,-999.25,-999.25
2891.2004,16.788048,68.771439,-999.25,-999.25,-999.25
2891.3004,15.313715,68.674515,-999.25,-999.25,-999.25
2891.4004,14.522009,68.644379,-999.25,-999.25,-999.25
2891.5004,14.722797,68.803055,-999.25,-999.25,-999.25
2891.6004,15.318527,69.163757,-999.25,-999.25,-999.25
2891.7004,16.109085,69.428024,-999.25,-999.25,-999.25
2891.8004,16.735123,69.425339,-999.25,-999.25,-999.25
2891.9004,16.990158,69.382858,-999.25,-999.25,-999.25
2892.0004,17.284031,69.37146,-999.25,-999.25,-999.25
2892.1004,17.963089,69.405304,-999.25,-999.25,-999.25
2892.2004,18.820251,69.457306,-999.25,-999.25,-999.25
2892.3004,19.871864,69.551666,-999.25,-999.25,-999.25
2892.4004,20.968632,69.689728,-999.25,-999.25,-999.25
2892.5004,21.865406,69.808868,-999.25,-999.25,-999.25
2892.6004,22.68837,69.786133,-999.25,-999.25,-999.25
2892.7004,23.594009,69.637146,-999.25,-999.25,-999.25
2892.8004,24.371704,69.564545,-999.25,-999.25,-999.25
2892.9004,24.559338,69.499939,-999.25,-999.25,-999.25
2893.0004,23.981144,69.302124,-999.25,-999.25,-999.25
2893.1004,22.737648,69.004318,-999.25,-999.25,-999.25
2893.2004,21.109032,68.836319,-999.25,-999.25,-999.25
2893.3004,19.480042,68.884979,-999.25,-999.25,-999.25
2893.4004,18.44817,68.883148,-999.25,-999.25,-999.25
2893.5004,18.124126,68.815491,-999.25,-999.25,-999.25
2893.6004,18.151962,68.79007,-999.25,-999.25,-999.25
2893.7004,18.150764,68.833588,-999.25,-999.25,-999.25
2893.8004,18.022499,68.979065,-999.25,-999.25,-999.25
2893.9004,17.867615,69.176254,-999.25,-999.25,-999.25
2894.0004,17.743584,68.870239,-999.25,-999.25,-999.25
2894.1004,17.704659,68.385849,-999.25,-999.25,-999.25
2894.2004,17.75351,68.177139,-999.25,-999.25,-999.25
2894.3004,17.583458,68.232758,-999.25,-999.25,-999.25
2894.4004,17.133129,68.729034,-999.25,-999.25,-999.25
2894.5004,16.469818,69.82869,-999.25,-999.25,-999.25
2894.6004,16.663071,70.512955,-999.25,-999.25,-999.25
2894.7004,17.822903,70.752731,-999.25,-999.25,-999.25
2894.8004,19.814358,70.861145,-999.25,-999.25,-999.25
2894.9004,22.543037,70.68605,-999.25,-999.25,-999.25
2895.0004,25.127289,70.334061,-999.25,-999.25,-999.25
2895.1004,26.688393,69.922531,-999.25,-999.25,-999.25
2895.2004,26.892441,69.541656,-999.25,-999.25,-999.25
2895.3004,26.22496,69.264191,-999.25,-999.25,-999.25
2895.4004,24.817776,69.186859,-999.25,-999.25,-999.25
2895.5004,23.455273,69.229355,-999.25,-999.25,-999.25
2895.6004,22.510761,69.268921,-999.25,-999.25,-999.25
2895.7004,22.339153,69.175476,-999.25,-999.25,-999.25
2895.8004,22.76104,69.255875,-999.25,-999.25,-999.25
2895.9004,23.438442,69.468262,-999.25,-999.25,-999.25
2896.0004,24.15353,69.535553,-999.25,-999.25,-999.25
2896.1004,24.50079,69.49675,-999.25,-999.25,-999.25
2896.2002,24.552811,69.447479,-999.25,-999.25,-999.25
2896.3002,24.723164,69.564438,-999.25,-999.25,-999.25
2896.4002,25.01297,69.660492,-999.25,-999.25,-999.25
2896.5002,25.345234,69.667557,-999.25,-999.25,-999.25
2896.6002,25.504208,69.542587,-999.25,-999.25,-999.25
2896.7002,25.300854,69.370911,-999.25,-999.25,-999.25
2896.8002,24.741287,69.197403,-999.25,-999.25,-999.25
2896.9002,23.724464,69.233109,-999.25,-999.25,-999.25
2897.0002,22.819466,69.219955,-999.25,-999.25,-999.25
2897.1002,22.203701,69.045502,-999.25,-999.25,-999.25
2897.2002,21.319736,69.227905,-999.25,-999.25,-999.25
2897.3002,20.297897,69.479309,-999.25,-999.25,-999.25
2897.4002,19.291859,69.589645,-999.25,-999.25,-999.25
2897.5002,18.069164,69.421967,-999.25,-999.25,-999.25
2897.6002,16.906544,69.175522,-999.25,-999.25,-999.25
2897.7002,16.072308,68.979416,-999.25,-999.25,-999.25
2897.8002,15.696796,68.916565,-999.25,-999.25,-999.25
2897.9002,15.668434,68.931686,-999.25,-999.25,-999.25
2898.0002,15.987572,68.986145,-999.25,-999.25,-999.25
2898.1002,16.518436,69.095459,-999.25,-999.25,-999.25
2898.2002,17.073566,69.279541,-999.25,-999.25,-999.25
2898.3002,17.553101,69.577042,-999.25,-999.25,-999.25
2898.4002,17.538605,69.481781,-999.25,-999.25,-999.25
2898.5002,17.174023,69.059692,-999.25,-999.25,-999.25
2898.6002,16.765671,68.627838,-999.25,-999.25,-999.25
2898.7002,16.382038,68.57753,-999.25,-999.25,-999.25
2898.8002,16.125256,68.783401,-999.25,-999.25,-999.25
2898.9002,16.231319,68.820053,-999.25,-999.25,-999.25
2899.0002,16.495262,68.715561,-999.25,-999.25,-999.25
2899.1002,16.6264,68.673782,-999.25,-999.25,-999.25
2899.2002,16.360157,68.920044,-999.25,-999.25,-999.25
2899.3002,15.86409,69.171509,-999.25,-999.25,-999.25
2899.4002,15.452078,69.254639,-999.25,-999.25,-999.25
2899.5002,15.323046,69.430969,-999.25,-999.25,-999.25
2899.6002,15.395437,69.565445,-999.25,-999.25,-999.25
2899.7002,15.475246,69.496277,-999.25,-999.25,-999.25
2899.8002,15.470226,69.342453,-999.25,-999.25,-999.25
2899.9002,15.211342,69.216278,-999.25,-999.25,-999.25
2900.0002,14.760048,69.144394,-999.25,-999.25,-999.25
2900.1002,14.653147,69.07579,-999.25,-999.25,-999.25
2900.2002,14.961021,69.059738,-999.25,-999.25,-999.25
2900.3002,15.324553,69.167145,-999.25,-999.25,-999.25
2900.4002,15.649693,69.349564,-999.25,-999.25,-999.25
2900.5002,15.863169,69.478256,-999.25,-999.25,-999.25
2900.6002,16.043709,69.470367,-999.25,-999.25,-999.25
2900.7002,16.425434,69.383072,-999.25,-999.25,-999.25
2900.8002,17.051929,69.298187,-999.25,-999.25,-999.25
2900.9002,17.677567,69.239594,-999.25,-999.25,-999.25
2901.0002,18.079437,69.199936,-999.25,-999.25,-999.25
2901.1002,18.017864,69.220917,-999.25,-999.25,-999.25
2901.2002,17.531139,69.323563,-999.25,-999.25,-999.25
2901.3002,17.110062,69.311584,-999.25,-999.25,-999.25
2901.4002,17.255775,69.132629,-999.25,-999.25,-999.25
2901.5002,17.911106,69.04689,-999.25,-999.25,-999.25
2901.6002,18.889122,69.123871,-999.25,-999.25,-999.25
2901.7002,19.624783,69.256287,-999.25,-999.25,-999.25
2901.8002,19.568214,69.269867,-999.25,-999.25,-999.25
2901.9002,18.659241,69.171539,-999.25,-999.25,-999.25
2902.0002,17.444279,69.056931,-999.25,-999.25,-999.25
2902.1002,16.457863,68.947189,-999.25,-999.25,-999.25
2902.2002,15.958015,68.883698,-999.25,-999.25,-999.25
2902.3002,15.884684,68.911072,-999.25,-999.25,-999.25
2902.4002,16.091137,69.044006,-999.25,-999.25,-999.25
2902.5002,16.339508,69.20932,-999.25,-999.25,-999.25
2902.6002,16.463226,69.316788,-999.25,-999.25,-999.25
2902.7002,16.60191,69.403671,-999.25,-999.25,-999.25
2902.8002,16.722042,69.494308,-999.25,-999.25,-999.25
2902.9002,16.71191,69.506409,-999.25,-999.25,-999.25
2903.0002,16.603306,69.206772,-999.25,-999.25,-999.25
2903.1002,16.418293,68.824158,-999.25,-999.25,-999.25
2903.2002,16.157745,68.735336,-999.25,-999.25,-999.25
2903.3002,15.743477,68.743851,-999.25,-999.25,-999.25
2903.4002,15.297491,68.737671,-999.25,-999.25,-999.25
2903.5002,15.098349,68.758362,-999.25,-999.25,-999.25
2903.6002,15.673525,68.920502,-999.25,-999.25,-999.25
2903.7002,17.004414,69.147537,-999.25,-999.25,-999.25
2903.8002,18.661053,69.285797,-999.25,-999.25,-999.25
2903.9002,20.054588,69.345718,-999.25,-999.25,-999.25
2904.0002,20.780655,69.381409,-999.25,-999.25,-999.25
2904.1002,20.883358,69.420792,-999.25,-999.25,-999.25
2904.2002,20.780296,69.351349,-999.25,-999.25,-999.25
2904.3002,20.655109,69.308014,-999.25,-999.25,-999.25
2904.4002,20.325535,69.499542,-999.25,-999.25,-999.25
2904.5002,19.731308,69.49617,-999.25,-999.25,-999.25
2904.6002,18.881241,69.332184,-999.25,-999.25,-999.25
2904.7002,17.778854,69.386902,-999.25,-999.25,-999.25
2904.8002,17.271084,69.566788,-999.25,-999.25,-999.25
2904.9002,17.368622,69.718796,-999.25,-999.25,-999.25
2905.0002,17.61338,69.757095,-999.25,-999.25,-999.25
2905.1002,17.895336,69.665161,-999.25,-999.25,-999.25
2905.2002,18.214775,69.465881,-999.25,-999.25,-999.25
2905.3002,18.605923,69.113998,-999.25,-999.25,-999.25
2905.4002,19.058289,68.837036,-999.25,-999.25,-999.25
2905.5002,19.486115,68.702438,-999.25,-999.25,-999.25
2905.6002,19.663609,68.693237,-999.25,-999.25,-999.25
2905.7002,19.370514,68.753555,-999.25,-999.25,-999.25
2905.8002,18.757397,68.881439,-999.25,-999.25,-999.25
2905.9002,18.348373,69.270325,-999.25,-999.25,-999.25
2906.0002,18.468216,69.542496,-999.25,-999.25,-999.25
2906.1002,19.067028,69.57785,-999.25,-999.25,-999.25
2906.2002,20.013733,69.512695,-999.25,-999.25,-999.25
2906.3002,20.840427,69.365875,-999.25,-999.25,-999.25
2906.4002,21.365238,69.140579,-999.25,-999.25,-999.25
2906.5002,21.195824,68.753342,-999.25,-999.25,-999.25
2906.6002,20.775234,68.474625,-999.25,-999.25,-999.25
2906.7002,20.350132,68.418976,-999.25,-999.25,-999.25
2906.8002,20.959908,68.724258,-999.25,-999.25,-999.25
2906.9002,22.73106,68.86702,-999.25,-999.25,-999.25
2907.0002,25.600388,68.579391,-999.25,-999.25,-999.25
2907.1002,30.258518,68.307419,-999.25,-999.25,-999.25
2907.2002,36.368523,68.146301,-999.25,-999.25,-999.25
2907.3002,44.201363,68.077057,-999.25,-999.25,-999.25
2907.4002,53.41552,67.953613,-999.25,-999.25,-999.25
2907.5002,63.037453,67.901978,-999.25,-999.25,-999.25
2907.6002,73.120712,68.073044,-999.25,-999.25,-999.25
2907.7002,81.364197,68.168655,-999.25,-999.25,-999.25
2907.8002,87.164276,68.079681,-999.25,-999.25,-999.25
2907.9002,89.939377,67.729919,-999.25,-999.25,-999.25
2908.0002,87.797745,67.880478,-999.25,-999.25,-999.25
2908.1002,82.09108,68.395081,-999.25,-999.25,-999.25
2908.2002,73.302048,68.877289,-999.25,-999.25,-999.25
2908.3002,63.358635,69.284927,-999.25,-999.25,-999.25
2908.4002,53.666458,69.569656,-999.25,-999.25,-999.25
2908.5002,46.224503,69.446854,-999.25,-999.25,-999.25
2908.6002,41.659645,69.277435,-999.25,-999.25,-999.25
2908.7002,38.85511,69.175552,-999.25,-999.25,-999.25
2908.8002,36.932915,68.904373,-999.25,-999.25,-999.25
2908.9002,34.78685,68.604263,-999.25,-999.25,-999.25
2909.0002,32.063545,68.39978,-999.25,-999.25,-999.25
2909.1002,28.841312,68.475723,-999.25,-999.25,-999.25
2909.2002,25.884129,68.596313,-999.25,-999.25,-999.25
2909.3002,23.626209,68.604767,-999.25,-999.25,-999.25
2909.4002,22.72617,68.579224,-999.25,-999.25,-999.25
2909.5002,23.05566,68.558289,-999.25,-999.25,-999.25
2909.6002,24.212711,68.556015,-999.25,-999.25,-999.25
2909.7002,25.785793,68.657242,-999.25,-999.25,-999.25
2909.8002,27.209774,68.758331,-999.25,-999.25,-999.25
2909.9002,28.181728,68.753906,-999.25,-999.25,-999.25
2910.0002,28.462696,68.691132,-999.25,-999.25,-999.25
2910.1002,27.997124,68.698959,-999.25,-999.25,-999.25
2910.2002,26.964111,68.839233,-999.25,-999.25,-999.25
2910.3002,25.919865,68.943237,-999.25,-999.25,-999.25
2910.4002,25.15876,68.950943,-999.25,-999.25,-999.25
2910.5002,24.566574,68.951004,-999.25,-999.25,-999.25
2910.6002,24.188633,69.012466,-999.25,-999.25,-999.25
2910.7002,23.880039,69.033447,-999.25,-999.25,-999.25
2910.8002,23.375572,68.82605,-999.25,-999.25,-999.25
2910.9002,22.52039,68.48877,-999.25,-999.25,-999.25
2911.0002,21.429623,68.291718,-999.25,-999.25,-999.25
2911.1002,20.305119,68.424789,-999.25,-999.25,-999.25
2911.2002,19.19389,68.865173,-999.25,-999.25,-999.25
2911.3002,18.32645,69.334656,-999.25,-999.25,-999.25
2911.4002,18.058823,69.569809,-999.25,-999.25,-999.25
2911.5002,18.245186,69.542191,-999.25,-999.25,-999.25
2911.6002,18.487171,69.414932,-999.25,-999.25,-999.25
2911.7002,18.675793,69.298615,-999.25,-999.25,-999.25
2911.8002,18.521828,69.187881,-999.25,-999.25,-999.25
2911.9002,18.034966,69.052704,-999.25,-999.25,-999.25
2912.0002,17.778004,68.945541,-999.25,-999.25,-999.25
2912.1002,17.877655,68.885757,-999.25,-999.25,-999.25
2912.2002,18.055088,68.862457,-999.25,-999.25,-999.25
2912.3002,18.239483,68.896881,-999.25,-999.25,-999.25
2912.4002,18.387207,68.991089,-999.25,-999.25,-999.25
2912.5002,18.479576,69.105438,-999.25,-999.25,-999.25
2912.6002,18.401546,69.193665,-999.25,-999.25,-999.25
2912.7002,17.967999,69.211075,-999.25,-999.25,-999.25
2912.8002,17.191624,69.179276,-999.25,-999.25,-999.25
2912.9002,16.482365,69.176361,-999.25,-999.25,-999.25
2913.0002,16.24102,69.184586,-999.25,-999.25,-999.25
2913.1002,16.578861,69.081879,-999.25,-999.25,-999.25
2913.2002,17.529285,68.829102,-999.25,-999.25,-999.25
2913.3002,18.646168,68.586807,-999.25,-999.25,-999.25
2913.4002,19.237659,68.601959,-999.25,-999.25,-999.25
2913.5002,18.974976,68.840729,-999.25,-999.25,-999.25
2913.6002,18.082043,69.093353,-999.25,-999.25,-999.25
2913.7002,17.163815,69.163254,-999.25,-999.25,-999.25
2913.8002,16.502857,69.086685,-999.25,-999.25,-999.25
2913.9002,16.173706,68.958984,-999.25,-999.25,-999.25
2914.0002,16.028065,68.820816,-999.25,-999.25,-999.25
2914.1002,15.919281,68.70665,-999.25,-999.25,-999.25
2914.2002,15.82815,68.630173,-999.25,-999.25,-999.25
2914.3002,15.942366,68.593674,-999.25,-999.25,-999.25
2914.4002,16.472645,68.68306,-999.25,-999.25,-999.25
2914.5002,17.150665,68.881256,-999.25,-999.25,-999.25
2914.6002,17.418594,69.09079,-999.25,-999.25,-999.25
2914.7002,17.429871,69.210785,-999.25,-999.25,-999.25
2914.8002,17.419113,69.220078,-999.25,-999.25,-999.25
2914.9002,17.325993,69.135986,-999.25,-999.25,-999.25
2915.0002,17.627663,69.014557,-999.25,-999.25,-999.25
2915.1002,18.35574,68.903275,-999.25,-999.25,-999.25
2915.2002,18.968651,68.818924,-999.25,-999.25,-999.25
2915.3002,19.07991,68.763031,-999.25,-999.25,-999.25
2915.4002,18.714489,68.735901,-999.25,-999.25,-999.25
2915.5002,17.994038,68.795883,-999.25,-999.25,-999.25
