Well:,L05-B-01,,,,
DEPTH,GR,DT,RHOB,DRHO,NPHI
496.5,33.112259,-999.25,-999.25,-999.25,-999.25
496.6,33.644539,-999.25,-999.25,-999.25,-999.25
496.7,34.054504,-999.25,-999.25,-999.25,-999.25
496.8,34.445465,-999.25,-999.25,-999.25,-999.25
496.9,34.757439,-999.25,-999.25,-999.25,-999.25
497,34.966377,-999.25,-999.25,-999.25,-999.25
497.1,35.067749,-999.25,-999.25,-999.25,-999.25
497.2,34.942543,-999.25,-999.25,-999.25,-999.25
497.3,34.468323,-999.25,-999.25,-999.25,-999.25
497.4,33.606384,-999.25,-999.25,-999.25,-999.25
497.5,32.573357,-999.25,-999.25,-999.25,-999.25
497.6,31.71965,-999.25,-999.25,-999.25,-999.25
497.7,31.27026,-999.25,-999.25,-999.25,-999.25
497.8,31.252903,-999.25,-999.25,-999.25,-999.25
497.9,31.44651,-999.25,-999.25,-999.25,-999.25
498,31.591724,-999.25,-999.25,-999.25,-999.25
498.1,31.450745,-999.25,-999.25,-999.25,-999.25
498.2,31.015995,-999.25,-999.25,-999.25,-999.25
498.3,30.597355,-999.25,-999.25,-999.25,-999.25
498.4,30.412807,-999.25,-999.25,-999.25,-999.25
498.5,30.585842,-999.25,-999.25,-999.25,-999.25
498.6,31.072216,-999.25,-999.25,-999.25,-999.25
498.7,31.631348,-999.25,-999.25,-999.25,-999.25
498.8,31.919201,-999.25,-999.25,-999.25,-999.25
498.9,31.875713,-999.25,-999.25,-999.25,-999.25
499,31.722095,-999.25,-999.25,-999.25,-999.25
499.1,31.816254,-999.25,-999.25,-999.25,-999.25
499.2,32.174812,-999.25,-999.25,-999.25,-999.25
499.3,32.79039,-999.25,-999.25,-999.25,-999.25
499.4,33.446236,-999.25,-999.25,-999.25,-999.25
499.5,33.823837,-999.25,-999.25,-999.25,-999.25
499.6,33.948044,-999.25,-999.25,-999.25,-999.25
499.7,34.144051,-999.25,-999.25,-999.25,-999.25
499.8,34.402885,-999.25,-999.25,-999.25,-999.25
499.9,34.686447,-999.25,-999.25,-999.25,-999.25
500,34.980881,-999.25,-999.25,-999.25,-999.25
500.1,35.338737,-999.25,-999.25,-999.25,-999.25
500.2,35.638206,-999.25,-999.25,-999.25,-999.25
500.3,35.69722,-999.25,-999.25,-999.25,-999.25
500.4,35.559525,-999.25,-999.25,-999.25,-999.25
500.5,35.307175,-999.25,-999.25,-999.25,-999.25
500.6,35.009865,-999.25,-999.25,-999.25,-999.25
500.7,34.885666,-999.25,-999.25,-999.25,-999.25
500.8,34.97879,-999.25,-999.25,-999.25,-999.25
500.9,35.102478,-999.25,-999.25,-999.25,-999.25
501,35.042389,-999.25,-999.25,-999.25,-999.25
501.1,34.758385,-999.25,-999.25,-999.25,-999.25
501.2,34.414787,-999.25,-999.25,-999.25,-999.25
501.3,34.384125,-999.25,-999.25,-999.25,-999.25
501.4,34.599869,-999.25,-999.25,-999.25,-999.25
501.5,34.603302,-999.25,-999.25,-999.25,-999.25
501.6,34.079628,-999.25,-999.25,-999.25,-999.25
501.7,33.077141,-999.25,-999.25,-999.25,-999.25
501.8,31.714977,-999.25,-999.25,-999.25,-999.25
501.9,30.639191,-999.25,-999.25,-999.25,-999.25
502,30.163597,-999.25,-999.25,-999.25,-999.25
502.1,30.41169,-999.25,-999.25,-999.25,-999.25
502.2,30.895531,-999.25,-999.25,-999.25,-999.25
502.3,31.240143,-999.25,-999.25,-999.25,-999.25
502.4,31.185688,-999.25,-999.25,-999.25,-999.25
502.5,30.916157,-999.25,-999.25,-999.25,-999.25
502.6,30.63036,-999.25,-999.25,-999.25,-999.25
502.7,30.527618,-999.25,-999.25,-999.25,-999.25
502.8,30.58218,-999.25,-999.25,-999.25,-999.25
502.9,30.712227,-999.25,-999.25,-999.25,-999.25
503,30.660477,-999.25,-999.25,-999.25,-999.25
503.1,30.61829,-999.25,-999.25,-999.25,-999.25
503.2,30.707088,-999.25,-999.25,-999.25,-999.25
503.3,31.090805,-999.25,-999.25,-999.25,-999.25
503.4,31.508125,-999.25,-999.25,-999.25,-999.25
503.5,31.82798,-999.25,-999.25,-999.25,-999.25
503.6,31.461327,-999.25,-999.25,-999.25,-999.25
503.7,30.839962,-999.25,-999.25,-999.25,-999.25
503.8,30.248779,-999.25,-999.25,-999.25,-999.25
503.9,30.227661,-999.25,-999.25,-999.25,-999.25
504,30.559357,-999.25,-999.25,-999.25,-999.25
504.1,31.09211,-999.25,-999.25,-999.25,-999.25
504.2,31.676723,-999.25,-999.25,-999.25,-999.25
504.3,32.175232,-999.25,-999.25,-999.25,-999.25
504.4,32.428635,-999.25,-999.25,-999.25,-999.25
504.5,32.63031,-999.25,-999.25,-999.25,-999.25
504.6,32.849724,-999.25,-999.25,-999.25,-999.25
504.7,33.071289,-999.25,-999.25,-999.25,-999.25
504.8,33.531441,-999.25,-999.25,-999.25,-999.25
504.9,34.144142,-999.25,-999.25,-999.25,-999.25
505,34.679848,-999.25,-999.25,-999.25,-999.25
505.1,34.860138,-999.25,-999.25,-999.25,-999.25
505.2,34.783554,-999.25,-999.25,-999.25,-999.25
505.3,34.733192,-999.25,-999.25,-999.25,-999.25
505.4,34.746948,-999.25,-999.25,-999.25,-999.25
505.5,34.782829,-999.25,-999.25,-999.25,-999.25
505.6,34.756516,-999.25,-999.25,-999.25,-999.25
505.7,34.537025,-999.25,-999.25,-999.25,-999.25
505.8,34.201401,-999.25,-999.25,-999.25,-999.25
505.9,34.554596,-999.25,-999.25,-999.25,-999.25
506,35.546402,-999.25,-999.25,-999.25,-999.25
506.1,36.887016,-999.25,-999.25,-999.25,-999.25
506.2,37.510338,-999.25,-999.25,-999.25,-999.25
506.3,37.032486,-999.25,-999.25,-999.25,-999.25
506.4,35.593452,-999.25,-999.25,-999.25,-999.25
506.5,33.334702,-999.25,-999.25,-999.25,-999.25
506.6,31.227615,-999.25,-999.25,-999.25,-999.25
506.7,29.970074,-999.25,-999.25,-999.25,-999.25
506.8,30.101395,-999.25,-999.25,-999.25,-999.25
506.9,31.182331,-999.25,-999.25,-999.25,-999.25
507,32.652397,-999.25,-999.25,-999.25,-999.25
507.1,34.041992,-999.25,-999.25,-999.25,-999.25
507.2,35.109108,-999.25,-999.25,-999.25,-999.25
507.3,35.946236,-999.25,-999.25,-999.25,-999.25
507.4,36.575226,-999.25,-999.25,-999.25,-999.25
507.5,36.975769,-999.25,-999.25,-999.25,-999.25
507.6,37.035042,-999.25,-999.25,-999.25,-999.25
507.7,36.678825,-999.25,-999.25,-999.25,-999.25
507.8,36.095573,-999.25,-999.25,-999.25,-999.25
507.9,35.572067,-999.25,-999.25,-999.25,-999.25
508,35.454697,-999.25,-999.25,-999.25,-999.25
508.1,35.716904,-999.25,-999.25,-999.25,-999.25
508.2,35.898811,-999.25,-999.25,-999.25,-999.25
508.3,35.638474,-999.25,-999.25,-999.25,-999.25
508.4,34.846817,-999.25,-999.25,-999.25,-999.25
508.5,33.646843,-999.25,-999.25,-999.25,-999.25
508.6,32.468674,-999.25,-999.25,-999.25,-999.25
508.7,31.775021,-999.25,-999.25,-999.25,-999.25
508.8,31.716457,-999.25,-999.25,-999.25,-999.25
508.9,32.226524,-999.25,-999.25,-999.25,-999.25
509,32.952103,-999.25,-999.25,-999.25,-999.25
509.1,33.692047,-999.25,-999.25,-999.25,-999.25
509.2,34.142754,-999.25,-999.25,-999.25,-999.25
509.3,34.138901,-999.25,-999.25,-999.25,-999.25
509.4,33.821938,-999.25,-999.25,-999.25,-999.25
509.5,33.43335,-999.25,-999.25,-999.25,-999.25
509.6,33.195602,-999.25,-999.25,-999.25,-999.25
509.7,33.27977,-999.25,-999.25,-999.25,-999.25
509.8,33.810089,-999.25,-999.25,-999.25,-999.25
509.9,34.622253,-999.25,-999.25,-999.25,-999.25
510,35.285446,-999.25,-999.25,-999.25,-999.25
510.1,35.456528,-999.25,-999.25,-999.25,-999.25
510.2,35.246887,-999.25,-999.25,-999.25,-999.25
510.3,34.773148,-999.25,-999.25,-999.25,-999.25
510.4,34.346275,-999.25,-999.25,-999.25,-999.25
510.5,34.202347,-999.25,-999.25,-999.25,-999.25
510.6,34.224442,-999.25,-999.25,-999.25,-999.25
510.7,34.086151,-999.25,-999.25,-999.25,-999.25
510.8,33.596725,-999.25,-999.25,-999.25,-999.25
510.9,33.136475,-999.25,-999.25,-999.25,-999.25
511,33.181419,-999.25,-999.25,-999.25,-999.25
511.1,33.853531,-999.25,-999.25,-999.25,-999.25
511.2,34.990463,-999.25,-999.25,-999.25,-999.25
511.3,36.028053,-999.25,-999.25,-999.25,-999.25
511.4,36.370819,-999.25,-999.25,-999.25,-999.25
511.5,35.850418,-999.25,-999.25,-999.25,-999.25
511.6,34.908775,-999.25,-999.25,-999.25,-999.25
511.7,34.200905,-999.25,-999.25,-999.25,-999.25
511.8,33.980156,-999.25,-999.25,-999.25,-999.25
511.9,34.109406,-999.25,-999.25,-999.25,-999.25
512,34.503563,-999.25,-999.25,-999.25,-999.25
512.1,34.738457,-999.25,-999.25,-999.25,-999.25
512.2,34.557472,-999.25,-999.25,-999.25,-999.25
512.3,33.8955,-999.25,-999.25,-999.25,-999.25
512.4,33.184059,-999.25,-999.25,-999.25,-999.25
512.5,32.744278,-999.25,-999.25,-999.25,-999.25
512.6,32.653481,-999.25,-999.25,-999.25,-999.25
512.7,32.750809,-999.25,-999.25,-999.25,-999.25
512.8,32.905678,-999.25,-999.25,-999.25,-999.25
512.9,32.974831,-999.25,-999.25,-999.25,-999.25
513,32.828384,-999.25,-999.25,-999.25,-999.25
513.1,32.412018,-999.25,-999.25,-999.25,-999.25
513.2,31.377396,-999.25,-999.25,-999.25,-999.25
513.3,30.126919,-999.25,-999.25,-999.25,-999.25
513.4,29.032925,-999.25,-999.25,-999.25,-999.25
513.5,28.515976,-999.25,-999.25,-999.25,-999.25
513.6,28.615387,-999.25,-999.25,-999.25,-999.25
513.7,29.427254,-999.25,-999.25,-999.25,-999.25
513.8,30.286617,-999.25,-999.25,-999.25,-999.25
513.9,30.962399,-999.25,-999.25,-999.25,-999.25
514,31.417454,-999.25,-999.25,-999.25,-999.25
514.1,31.843258,-999.25,-999.25,-999.25,-999.25
514.2,32.129593,-999.25,-999.25,-999.25,-999.25
514.3,31.935211,-999.25,-999.25,-999.25,-999.25
514.4,31.444714,-999.25,-999.25,-999.25,-999.25
514.5,30.886467,-999.25,-999.25,-999.25,-999.25
514.6,30.395432,-999.25,-999.25,-999.25,-999.25
514.7,30.352852,-999.25,-999.25,-999.25,-999.25
514.8,30.633442,-999.25,-999.25,-999.25,-999.25
514.9,30.878551,-999.25,-999.25,-999.25,-999.25
515,31.000698,-999.25,-999.25,-999.25,-999.25
515.1,31.056602,-999.25,-999.25,-999.25,-999.25
515.2,31.188789,-999.25,-999.25,-999.25,-999.25
515.3,31.344616,-999.25,-999.25,-999.25,-999.25
515.4,31.487892,-999.25,-999.25,-999.25,-999.25
515.5,31.538223,-999.25,-999.25,-999.25,-999.25
515.6,31.493061,-999.25,-999.25,-999.25,-999.25
515.7,31.377193,-999.25,-999.25,-999.25,-999.25
515.8,31.400623,-999.25,-999.25,-999.25,-999.25
515.9,31.438423,-999.25,-999.25,-999.25,-999.25
516,31.40797,-999.25,-999.25,-999.25,-999.25
516.1,31.145889,-999.25,-999.25,-999.25,-999.25
516.2,30.894138,-999.25,-999.25,-999.25,-999.25
516.3,30.82711,-999.25,-999.25,-999.25,-999.25
516.4,30.804775,-999.25,-999.25,-999.25,-999.25
516.5,30.828075,-999.25,-999.25,-999.25,-999.25
516.6,30.959976,-999.25,-999.25,-999.25,-999.25
516.7,30.930672,-999.25,-999.25,-999.25,-999.25
516.8,30.837502,-999.25,-999.25,-999.25,-999.25
516.9,30.864162,-999.25,-999.25,-999.25,-999.25
517,30.889374,-999.25,-999.25,-999.25,-999.25
517.1,30.796009,-999.25,-999.25,-999.25,-999.25
517.2,30.50877,-999.25,-999.25,-999.25,-999.25
517.3,30.057915,-999.25,-999.25,-999.25,-999.25
517.4,29.701969,-999.25,-999.25,-999.25,-999.25
517.5,29.847538,-999.25,-999.25,-999.25,-999.25
517.6,30.617325,-999.25,-999.25,-999.25,-999.25
517.7,31.63274,-999.25,-999.25,-999.25,-999.25
517.8,32.292252,-999.25,-999.25,-999.25,-999.25
517.9,32.251015,-999.25,-999.25,-999.25,-999.25
518,31.646511,-999.25,-999.25,-999.25,-999.25
518.1,30.790462,-999.25,-999.25,-999.25,-999.25
518.2,30.327553,-999.25,-999.25,-999.25,-999.25
518.3,30.596989,-999.25,-999.25,-999.25,-999.25
518.4,31.375202,-999.25,-999.25,-999.25,-999.25
518.5,32.156456,-999.25,-999.25,-999.25,-999.25
518.6,32.450821,-999.25,-999.25,-999.25,-999.25
518.7,32.03952,-999.25,-999.25,-999.25,-999.25
518.8,31.129345,-999.25,-999.25,-999.25,-999.25
518.9,30.289371,-999.25,-999.25,-999.25,-999.25
519,30.000645,-999.25,-999.25,-999.25,-999.25
519.1,30.47665,-999.25,-999.25,-999.25,-999.25
519.2,31.404152,-999.25,-999.25,-999.25,-999.25
519.3,32.504448,-999.25,-999.25,-999.25,-999.25
519.4,33.399536,-999.25,-999.25,-999.25,-999.25
519.5,33.972794,-999.25,-999.25,-999.25,-999.25
519.6,34.255417,-999.25,-999.25,-999.25,-999.25
519.7,34.39679,-999.25,-999.25,-999.25,-999.25
519.8,34.52739,-999.25,-999.25,-999.25,-999.25
519.9,34.620186,-999.25,-999.25,-999.25,-999.25
520,34.582817,-999.25,-999.25,-999.25,-999.25
520.1,34.27388,-999.25,-999.25,-999.25,-999.25
520.2,33.571152,-999.25,-999.25,-999.25,-999.25
520.3,32.539558,-999.25,-999.25,-999.25,-999.25
520.4,31.467598,-999.25,-999.25,-999.25,-999.25
520.5,30.798737,-999.25,-999.25,-999.25,-999.25
520.6,30.795231,-999.25,-999.25,-999.25,-999.25
520.7,31.300545,-999.25,-999.25,-999.25,-999.25
520.8,32.123154,-999.25,-999.25,-999.25,-999.25
520.9,32.904434,-999.25,-999.25,-999.25,-999.25
521,33.404953,-999.25,-999.25,-999.25,-999.25
521.1,33.570244,-999.25,-999.25,-999.25,-999.25
521.2,33.528084,-999.25,-999.25,-999.25,-999.25
521.3,33.265778,-999.25,-999.25,-999.25,-999.25
521.4,32.566826,-999.25,-999.25,-999.25,-999.25
521.5,31.428169,-999.25,-999.25,-999.25,-999.25
521.6,30.261559,-999.25,-999.25,-999.25,-999.25
521.7,29.495541,-999.25,-999.25,-999.25,-999.25
521.8,29.285522,-999.25,-999.25,-999.25,-999.25
521.9,29.638641,-999.25,-999.25,-999.25,-999.25
522,30.443947,-999.25,-999.25,-999.25,-999.25
522.1,31.499577,-999.25,-999.25,-999.25,-999.25
522.2,32.702621,-999.25,-999.25,-999.25,-999.25
522.3,33.833443,-999.25,-999.25,-999.25,-999.25
522.4,34.735321,-999.25,-999.25,-999.25,-999.25
522.5,35.03109,-999.25,-999.25,-999.25,-999.25
522.6,34.731949,-999.25,-999.25,-999.25,-999.25
522.7,34.039902,-999.25,-999.25,-999.25,-999.25
522.8,33.321663,-999.25,-999.25,-999.25,-999.25
522.9,32.749168,-999.25,-999.25,-999.25,-999.25
523,32.249542,-999.25,-999.25,-999.25,-999.25
523.1,31.79039,-999.25,-999.25,-999.25,-999.25
523.2,31.444695,-999.25,-999.25,-999.25,-999.25
523.3,31.33741,-999.25,-999.25,-999.25,-999.25
523.4,31.435566,-999.25,-999.25,-999.25,-999.25
523.5,31.688248,-999.25,-999.25,-999.25,-999.25
523.6,32.157135,-999.25,-999.25,-999.25,-999.25
523.7,32.834343,-999.25,-999.25,-999.25,-999.25
523.8,33.643265,-999.25,-999.25,-999.25,-999.25
523.9,34.549957,-999.25,-999.25,-999.25,-999.25
524,35.092316,-999.25,-999.25,-999.25,-999.25
524.1,35.150452,-999.25,-999.25,-999.25,-999.25
524.2,34.393631,-999.25,-999.25,-999.25,-999.25
524.3,33.186485,-999.25,-999.25,-999.25,-999.25
524.4,31.912235,-999.25,-999.25,-999.25,-999.25
524.5,31.074444,-999.25,-999.25,-999.25,-999.25
524.6,30.719814,-999.25,-999.25,-999.25,-999.25
524.7,30.69873,-999.25,-999.25,-999.25,-999.25
524.8,30.837147,-999.25,-999.25,-999.25,-999.25
524.9,30.845726,-999.25,-999.25,-999.25,-999.25
525,30.698029,-999.25,-999.25,-999.25,-999.25
525.1,30.846302,-999.25,-999.25,-999.25,-999.25
525.2,31.274391,-999.25,-999.25,-999.25,-999.25
525.3,31.882782,-999.25,-999.25,-999.25,-999.25
525.4,32.527252,-999.25,-999.25,-999.25,-999.25
525.5,33.008545,-999.25,-999.25,-999.25,-999.25
525.6,33.253227,-999.25,-999.25,-999.25,-999.25
525.7,33.579529,-999.25,-999.25,-999.25,-999.25
525.8,34.057098,-999.25,-999.25,-999.25,-999.25
525.9,34.678276,-999.25,-999.25,-999.25,-999.25
526,35.241417,-999.25,-999.25,-999.25,-999.25
526.1,35.467972,-999.25,-999.25,-999.25,-999.25
526.2,35.144798,-999.25,-999.25,-999.25,-999.25
526.3,34.173019,-999.25,-999.25,-999.25,-999.25
526.4,33.047668,-999.25,-999.25,-999.25,-999.25
526.5,32.100677,-999.25,-999.25,-999.25,-999.25
526.6,31.612823,-999.25,-999.25,-999.25,-999.25
526.7,31.576405,-999.25,-999.25,-999.25,-999.25
526.8,32.115845,-999.25,-999.25,-999.25,-999.25
526.9,32.725327,-999.25,-999.25,-999.25,-999.25
527,33.079979,-999.25,-999.25,-999.25,-999.25
527.1,32.859283,-999.25,-999.25,-999.25,-999.25
527.2,32.357613,-999.25,-999.25,-999.25,-999.25
527.3,31.859154,-999.25,-999.25,-999.25,-999.25
527.4,31.520088,-999.25,-999.25,-999.25,-999.25
527.5,31.53793,-999.25,-999.25,-999.25,-999.25
527.6,31.771656,-999.25,-999.25,-999.25,-999.25
527.7,31.774792,-999.25,-999.25,-999.25,-999.25
527.8,31.202209,-999.25,-999.25,-999.25,-999.25
527.9,30.231155,-999.25,-999.25,-999.25,-999.25
528,29.718155,-999.25,-999.25,-999.25,-999.25
528.1,29.917866,-999.25,-999.25,-999.25,-999.25
528.2,30.65192,-999.25,-999.25,-999.25,-999.25
528.3,31.829536,-999.25,-999.25,-999.25,-999.25
528.4,32.983795,-999.25,-999.25,-999.25,-999.25
528.5,33.726555,-999.25,-999.25,-999.25,-999.25
528.6,33.809975,-999.25,-999.25,-999.25,-999.25
528.7,33.448715,-999.25,-999.25,-999.25,-999.25
528.8,32.949387,-999.25,-999.25,-999.25,-999.25
528.9,32.224838,-999.25,-999.25,-999.25,-999.25
529,31.555855,-999.25,-999.25,-999.25,-999.25
529.1,31.351902,-999.25,-999.25,-999.25,-999.25
529.2,31.632484,-999.25,-999.25,-999.25,-999.25
529.3,32.202446,-999.25,-999.25,-999.25,-999.25
529.4,32.805626,-999.25,-999.25,-999.25,-999.25
529.5,33.23024,-999.25,-999.25,-999.25,-999.25
529.6,33.446381,-999.25,-999.25,-999.25,-999.25
529.7,33.633507,-999.25,-999.25,-999.25,-999.25
529.8,33.751053,-999.25,-999.25,-999.25,-999.25
529.9,33.737961,-999.25,-999.25,-999.25,-999.25
530,33.587166,-999.25,-999.25,-999.25,-999.25
530.1,33.290581,-999.25,-999.25,-999.25,-999.25
530.2,32.994919,-999.25,-999.25,-999.25,-999.25
530.3,32.883888,-999.25,-999.25,-999.25,-999.25
530.4,32.827728,-999.25,-999.25,-999.25,-999.25
530.5,32.611328,-999.25,-999.25,-999.25,-999.25
530.6,32.30909,-999.25,-999.25,-999.25,-999.25
530.7,31.99041,-999.25,-999.25,-999.25,-999.25
530.8,31.805134,-999.25,-999.25,-999.25,-999.25
530.9,32.015907,-999.25,-999.25,-999.25,-999.25
531,32.711754,-999.25,-999.25,-999.25,-999.25
531.1,33.681328,-999.25,-999.25,-999.25,-999.25
531.2,34.747627,-999.25,-999.25,-999.25,-999.25
531.3,35.657341,-999.25,-999.25,-999.25,-999.25
531.4,36.222061,-999.25,-999.25,-999.25,-999.25
531.5,36.253326,-999.25,-999.25,-999.25,-999.25
531.6,35.757179,-999.25,-999.25,-999.25,-999.25
531.7,35.051003,-999.25,-999.25,-999.25,-999.25
531.8,34.446236,-999.25,-999.25,-999.25,-999.25
531.9,34.209885,-999.25,-999.25,-999.25,-999.25
532,34.333527,-999.25,-999.25,-999.25,-999.25
532.1,34.67334,-999.25,-999.25,-999.25,-999.25
532.2,35.090103,-999.25,-999.25,-999.25,-999.25
532.3,35.572006,-999.25,-999.25,-999.25,-999.25
532.4,36.062431,-999.25,-999.25,-999.25,-999.25
532.5,36.396584,-999.25,-999.25,-999.25,-999.25
532.6,36.41449,-999.25,-999.25,-999.25,-999.25
532.7,36.129303,-999.25,-999.25,-999.25,-999.25
532.8,35.706482,-999.25,-999.25,-999.25,-999.25
532.9,35.281876,-999.25,-999.25,-999.25,-999.25
533,34.997925,-999.25,-999.25,-999.25,-999.25
533.1,34.761642,-999.25,-999.25,-999.25,-999.25
533.2,34.328346,-999.25,-999.25,-999.25,-999.25
533.3,33.715805,-999.25,-999.25,-999.25,-999.25
533.4,33.18013,-999.25,-999.25,-999.25,-999.25
533.5,33.102997,-999.25,-999.25,-999.25,-999.25
533.6,33.423866,-999.25,-999.25,-999.25,-999.25
533.7,33.874199,-999.25,-999.25,-999.25,-999.25
533.8,34.260712,-999.25,-999.25,-999.25,-999.25
533.9,34.330933,-999.25,-999.25,-999.25,-999.25
534,34.091232,-999.25,-999.25,-999.25,-999.25
534.1,33.53817,-999.25,-999.25,-999.25,-999.25
534.2,32.787064,-999.25,-999.25,-999.25,-999.25
534.3,31.925354,-999.25,-999.25,-999.25,-999.25
534.4,31.029804,-999.25,-999.25,-999.25,-999.25
534.5,30.330662,-999.25,-999.25,-999.25,-999.25
534.6,29.878147,-999.25,-999.25,-999.25,-999.25
534.7,30.144588,-999.25,-999.25,-999.25,-999.25
534.8,31.128769,-999.25,-999.25,-999.25,-999.25
534.9,32.728035,-999.25,-999.25,-999.25,-999.25
535,34.411118,-999.25,-999.25,-999.25,-999.25
535.1,35.55529,-999.25,-999.25,-999.25,-999.25
535.2,35.890778,-999.25,-999.25,-999.25,-999.25
535.3,35.367241,-999.25,-999.25,-999.25,-999.25
535.4,34.684914,-999.25,-999.25,-999.25,-999.25
535.5,34.213806,-999.25,-999.25,-999.25,-999.25
535.6,34.363609,-999.25,-999.25,-999.25,-999.25
535.7,34.666016,-999.25,-999.25,-999.25,-999.25
535.8,34.756088,-999.25,-999.25,-999.25,-999.25
535.9,34.349327,-999.25,-999.25,-999.25,-999.25
536,33.746796,-999.25,-999.25,-999.25,-999.25
536.1,33.220688,-999.25,-999.25,-999.25,-999.25
536.2,32.937813,-999.25,-999.25,-999.25,-999.25
536.3,32.868599,-999.25,-999.25,-999.25,-999.25
536.4,33.039192,-999.25,-999.25,-999.25,-999.25
536.5,33.670006,-999.25,-999.25,-999.25,-999.25
536.6,34.637802,-999.25,-999.25,-999.25,-999.25
536.7,35.824684,-999.25,-999.25,-999.25,-999.25
536.8,36.656212,-999.25,-999.25,-999.25,-999.25
536.9,36.943985,-999.25,-999.25,-999.25,-999.25
537,36.284706,-999.25,-999.25,-999.25,-999.25
537.1,35.001427,-999.25,-999.25,-999.25,-999.25
537.2,33.554985,-999.25,-999.25,-999.25,-999.25
537.3,32.486176,-999.25,-999.25,-999.25,-999.25
537.4,31.982986,-999.25,-999.25,-999.25,-999.25
537.5,31.927937,-999.25,-999.25,-999.25,-999.25
537.6,32.313416,-999.25,-999.25,-999.25,-999.25
537.7,32.739807,-999.25,-999.25,-999.25,-999.25
537.8,33.030083,-999.25,-999.25,-999.25,-999.25
537.9,33.325874,-999.25,-999.25,-999.25,-999.25
538,33.838333,-999.25,-999.25,-999.25,-999.25
538.1,34.649452,-999.25,-999.25,-999.25,-999.25
538.2,35.853752,-999.25,-999.25,-999.25,-999.25
538.3,36.831009,-999.25,-999.25,-999.25,-999.25
538.4,37.128677,-999.25,-999.25,-999.25,-999.25
538.5,36.266022,-999.25,-999.25,-999.25,-999.25
538.6,34.761459,-999.25,-999.25,-999.25,-999.25
538.7,33.236252,-999.25,-999.25,-999.25,-999.25
538.8,32.311218,-999.25,-999.25,-999.25,-999.25
538.9,31.962074,-999.25,-999.25,-999.25,-999.25
539,31.833584,-999.25,-999.25,-999.25,-999.25
539.1,31.836109,-999.25,-999.25,-999.25,-999.25
539.2,31.849514,-999.25,-999.25,-999.25,-999.25
539.3,31.849033,-999.25,-999.25,-999.25,-999.25
539.4001,32.098633,-999.25,-999.25,-999.25,-999.25
539.5001,32.608429,-999.25,-999.25,-999.25,-999.25
539.6001,33.071861,-999.25,-999.25,-999.25,-999.25
539.7001,33.280746,-999.25,-999.25,-999.25,-999.25
539.8001,33.21669,-999.25,-999.25,-999.25,-999.25
539.9001,32.970177,-999.25,-999.25,-999.25,-999.25
540.0001,32.49115,-999.25,-999.25,-999.25,-999.25
540.1001,31.846207,-999.25,-999.25,-999.25,-999.25
540.2001,31.296478,-999.25,-999.25,-999.25,-999.25
540.3001,30.993095,-999.25,-999.25,-999.25,-999.25
540.4001,30.970428,-999.25,-999.25,-999.25,-999.25
540.5001,31.316616,-999.25,-999.25,-999.25,-999.25
540.6001,32.068581,-999.25,-999.25,-999.25,-999.25
540.7001,33.029892,-999.25,-999.25,-999.25,-999.25
540.8001,33.987389,-999.25,-999.25,-999.25,-999.25
540.9001,34.918533,-999.25,-999.25,-999.25,-999.25
541.0001,35.861443,-999.25,-999.25,-999.25,-999.25
541.1001,36.470322,-999.25,-999.25,-999.25,-999.25
541.2001,36.364235,-999.25,-999.25,-999.25,-999.25
541.3001,35.471733,-999.25,-999.25,-999.25,-999.25
541.4001,33.917595,-999.25,-999.25,-999.25,-999.25
541.5001,32.176163,-999.25,-999.25,-999.25,-999.25
541.6001,30.839005,-999.25,-999.25,-999.25,-999.25
541.7001,30.178917,-999.25,-999.25,-999.25,-999.25
541.8001,30.206581,-999.25,-999.25,-999.25,-999.25
541.9001,30.514359,-999.25,-999.25,-999.25,-999.25
542.0001,30.741768,-999.25,-999.25,-999.25,-999.25
542.1001,30.615063,-999.25,-999.25,-999.25,-999.25
542.2001,30.239349,-999.25,-999.25,-999.25,-999.25
542.3001,29.731674,-999.25,-999.25,-999.25,-999.25
542.4001,29.409054,-999.25,-999.25,-999.25,-999.25
542.5001,29.661327,-999.25,-999.25,-999.25,-999.25
542.6001,30.799656,-999.25,-999.25,-999.25,-999.25
542.7001,32.493904,-999.25,-999.25,-999.25,-999.25
542.8001,34.005913,-999.25,-999.25,-999.25,-999.25
542.9001,34.972527,-999.25,-999.25,-999.25,-999.25
543.0001,35.393974,-999.25,-999.25,-999.25,-999.25
543.1001,35.286896,-999.25,-999.25,-999.25,-999.25
543.2001,34.854713,-999.25,-999.25,-999.25,-999.25
543.3001,34.367119,-999.25,-999.25,-999.25,-999.25
543.4001,33.862114,-999.25,-999.25,-999.25,-999.25
543.5001,33.421654,-999.25,-999.25,-999.25,-999.25
543.6001,33.177856,-999.25,-999.25,-999.25,-999.25
543.7001,33.465294,-999.25,-999.25,-999.25,-999.25
543.8001,34.07299,-999.25,-999.25,-999.25,-999.25
543.9001,34.698265,-999.25,-999.25,-999.25,-999.25
544.0001,35.343613,-999.25,-999.25,-999.25,-999.25
544.1001,35.802971,-999.25,-999.25,-999.25,-999.25
544.2001,35.967453,-999.25,-999.25,-999.25,-999.25
544.3001,35.772011,-999.25,-999.25,-999.25,-999.25
544.4001,35.464264,-999.25,-999.25,-999.25,-999.25
544.5001,35.21312,-999.25,-999.25,-999.25,-999.25
544.6001,35.365303,-999.25,-999.25,-999.25,-999.25
